"","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority","Alert.Level"
"162","1/05/2017","Common Assault","Lynnmall.",265900,"Auckland.",2
"163","1/05/2017","Common Assault","Otakaro Park.",3106400,"Invercargill City.",2
"164","1/05/2017","Common Assault","Taihape.",1749600,"Rangitikei District.",2
"165","1/05/2017","Common Assault","Cathedral Square.",2650800,"Christchurch City.",2
"166","1/05/2017","Common Assault","Auckland Central West.",435100,"Auckland.",2
"167","1/05/2017","Common Assault","Greenmount.",711722,"Auckland.",2
"168","1/05/2017","Common Assault","Puhinui South.",780205,"Auckland.",2
"169","1/05/2017","Common Assault","Brockville.",2882800,"Dunedin City.",2
"170","1/05/2017","Common Assault","Auckland Central West.",433802,"Auckland.",2
"171","1/05/2017","Common Assault","Nelson Park.",1429700,"Napier City.",2
"172","1/05/2017","Common Assault","Point England.",477201,"Auckland.",2
"173","1/05/2017","Common Assault","Tuff Crater.",365000,"Auckland.",2
"174","1/05/2017","Common Assault","Masterton East.",2241301,"Masterton District.",2
"175","1/05/2017","Common Assault","Casebrook.",2510601,"Christchurch City.",2
"176","1/05/2017","Common Assault","Whataupoko.",1380600,"Gisborne District.",2
"177","1/05/2017","Common Assault","Aotea.",1145800,"South Waikato District.",2
"178","1/05/2017","Common Assault","Wiri.",780506,"Auckland.",2
"179","1/05/2017","Common Assault","Clendon South.",774431,"Auckland.",2
"180","1/05/2017","Common Assault","Thorndon-Tinakori Road.",2118300,"Wellington City.",2
"181","1/05/2017","Common Assault","Papatoetoe East.",668500,"Auckland.",2
"182","1/05/2017","Common Assault","Bruce.",2988300,"Clutha District.",2
"183","1/05/2017","Common Assault","Otaki.",1879300,"Kapiti Coast District.",2
"184","1/05/2017","Common Assault","Linwood East.",2566600,"Christchurch City.",2
"185","1/05/2017","Common Assault","Auckland Harbourside.",432900,"Auckland.",2
"186","1/05/2017","Common Assault","Brentwood.",1890701,"Upper Hutt City.",2
"187","1/05/2017","Common Assault","Westlake.",304400,"Auckland.",2
"188","1/05/2017","Common Assault","Te Awamutu Central.",971200,"Waipa District.",2
"189","1/05/2017","Common Assault","Stanmore Bay East.",173706,"Auckland.",2
"190","1/05/2017","Common Assault","Nelson Park.",1428700,"Napier City.",2
"191","1/05/2017","Common Assault","Riccarton West.",2470600,"Christchurch City.",2
"192","1/05/2017","Common Assault","Grampians.",2324600,"Nelson City.",2
"193","1/05/2017","Common Assault","Playford Park.",1869800,"Horowhenua District.",2
"194","1/05/2017","Common Assault","Palmerston North Central.",1829100,"Palmerston North City.",2
"195","1/05/2017","Common Assault","Waimate.",2820600,"Waimate District.",2
"196","1/05/2017","Common Assault","Beachlands-Maraetai.",718504,"Auckland.",2
"197","1/05/2017","Common Assault","Richmond East.",2363204,"Tasman District.",2
"198","1/05/2017","Common Assault","Styx Mill.",2512601,"Christchurch City.",2
"199","1/05/2017","Common Assault","Ranui South.",236400,"Auckland.",2
"200","1/05/2017","Common Assault","Lambton.",2127800,"Wellington City.",2
"201","1/05/2017","Common Assault","Trafalgar.",2320300,"Nelson City.",2
"202","1/05/2017","Common Assault","Marsland Hill.",1590100,"New Plymouth District.",2
"203","1/05/2017","Common Assault","Mairehau North.",2507101,"Christchurch City.",2
"204","1/05/2017","Common Assault","Welcome Bay East.",1180201,"Tauranga City.",2
"205","1/05/2017","Common Assault","Otara West.",698200,"Auckland.",2
"206","1/05/2017","Common Assault","Otautau.",3177100,"Southland District.",2
"207","1/05/2017","Common Assault","Otahuhu West.",784100,"Auckland.",2
"208","1/05/2017","Common Assault","Otaihanga.",1999405,"Kapiti Coast District.",2
"209","1/05/2017","Common Assault","Taupo Central.",1273500,"Taupo District.",2
"210","1/05/2017","Common Assault","Puketitiri.",1411700,"Hastings District.",2
"211","1/05/2017","Common Assault","Maitlands.",2339500,"Nelson City.",2
"212","1/05/2017","Common Assault","Westown.",1575300,"New Plymouth District.",2
"213","1/05/2017","Common Assault","Hobsonville East.",221905,"Auckland.",2
"214","1/05/2017","Common Assault","Adelaide.",2148700,"Wellington City.",2
"215","1/05/2017","Common Assault","Kaipara Coastal.",117302,"Kaipara District.",2
"216","1/05/2017","Common Assault","Kaikorai Hill.",2980000,"Dunedin City.",2
"217","1/05/2017","Common Assault","Grenada North.",2086104,"Wellington City.",2
"218","1/05/2017","Common Assault","Hastings Central.",1492000,"Hastings District.",2
"219","1/05/2017","Common Assault","Willis Street-Cambridge Terrace.",2131100,"Wellington City.",2
"220","1/05/2017","Common Assault","Clarkin.",870200,"Hamilton City.",2
"221","1/05/2017","Common Assault","High St-Stuart St.",2899900,"Dunedin City.",2
"222","1/05/2017","Common Assault","Avon Loop.",2657500,"Christchurch City.",2
"223","1/05/2017","Common Assault","Linwood.",2611000,"Christchurch City.",2
"224","1/05/2017","Common Assault","South Gore.",3057700,"Gore District.",2
"225","1/05/2017","Common Assault","Brockville.",2881702,"Dunedin City.",2
"226","1/05/2017","Common Assault","Auckland Central West.",435802,"Auckland.",2
"227","1/05/2017","Common Assault","Viscount.",737802,"Auckland.",2
"228","1/05/2017","Common Assault","Palmerston North Central.",1830200,"Palmerston North City.",2
"229","1/05/2017","Common Assault","Wadestown.",2099902,"Wellington City.",2
"230","1/05/2017","Common Assault","Green Bay.",289800,"Auckland.",2
"231","1/05/2017","Common Assault","Masterton Central.",2245500,"Masterton District.",2
"232","1/05/2017","Common Assault","Parkside.",2800600,"Timaru District.",2
"233","1/05/2017","Common Assault","Auckland Central East.",438309,"Auckland.",2
"234","1/05/2017","Common Assault","Roslyn.",1840303,"Palmerston North City.",2
"235","1/05/2017","Common Assault","Manurewa Central.",751600,"Auckland.",2
"236","1/05/2017","Common Assault","Lambton.",2123902,"Wellington City.",2
"237","1/05/2017","Common Assault","Hamilton Central.",910700,"Hamilton City.",2
"238","1/05/2017","Common Assault","Mangere South.",727200,"Auckland.",2
"239","1/05/2017","Common Assault","Moanataiari.",1050200,"Thames-Coromandel District.",2
"240","1/05/2017","Common Assault","Te Awamutu Central.",969601,"Waipa District.",2
"241","1/05/2017","Common Assault","Lambton.",2128100,"Wellington City.",2
"242","1/05/2017","Common Assault","Waikawa.",2279803,"Marlborough District.",2
"243","1/05/2017","Common Assault","Whangarei Central.",101601,"Whangarei District.",2
"244","1/05/2017","Common Assault","Hamilton Central.",910000,"Hamilton City.",2
"245","1/05/2017","Common Assault","Whangarei Central.",99904,"Whangarei District.",2
"246","1/05/2017","Common Assault","Highbrook.",711404,"Auckland.",2
"247","1/05/2017","Common Assault","Westgate.",224306,"Auckland.",2
"248","1/05/2017","Common Assault","Mangere South.",727200,"Auckland.",2
"249","1/05/2017","Common Assault","Auckland Harbourside.",438209,"Auckland.",2
"250","1/05/2017","Common Assault","Ngapuna.",1257900,"Rotorua District.",2
"251","1/05/2017","Common Assault","Wilford.",2028700,"Lower Hutt City.",2
"252","1/05/2017","Common Assault","Fordell-Kakatahi.",1685800,"Wanganui District.",2
"253","1/05/2017","Common Assault","Cooks Gardens.",1697300,"Wanganui District.",2
"254","1/05/2017","Common Assault","Mangere Central.",740000,"Auckland.",2
"255","1/05/2017","Common Assault","Waitangirua.",2061000,"Porirua City.",2
"256","1/05/2017","Common Assault","Pukekohe North.",819100,"Auckland.",2
"257","1/05/2017","Common Assault","Kakanui.",2832300,"Waitaki District.",2
"258","1/04/2017","Common Assault","Porirua Central.",2052400,"Porirua City.",3
"259","1/04/2017","Common Assault","Rongomai.",713005,"Auckland.",3
"260","1/04/2017","Common Assault","Auckland Central West.",434200,"Auckland.",3
"261","1/04/2017","Common Assault","Lakewood.",1279037,"Taupo District.",3
"262","1/04/2017","Common Assault","Riccarton.",2473200,"Christchurch City.",3
"263","1/04/2017","Common Assault","Otakaro Park.",3108100,"Invercargill City.",3
"264","1/04/2017","Common Assault","Hutt Central.",1965300,"Lower Hutt City.",3
"265","1/04/2017","Common Assault","Waihi Beach.",1081900,"Western Bay of Plenty District.",3
"266","1/04/2017","Common Assault","Westlake.",304000,"Auckland.",3
"267","1/04/2017","Common Assault","Auckland Central East.",437101,"Auckland.",3
"268","1/04/2017","Common Assault","Taupo Central.",1273500,"Taupo District.",3
"269","1/04/2017","Common Assault","Willis Street-Cambridge Terrace.",2134800,"Wellington City.",3
"270","1/04/2017","Common Assault","Gonville South.",1726500,"Wanganui District.",3
"271","1/04/2017","Common Assault","999999",-57,"Auckland.",3
"272","1/04/2017","Common Assault","Peachgrove.",896001,"Hamilton City.",3
"273","1/04/2017","Common Assault","Masterton East.",2242100,"Masterton District.",3
"274","1/04/2017","Common Assault","Hamilton Lake.",932100,"Hamilton City.",3
"275","1/04/2017","Common Assault","Kensington.",94700,"Whangarei District.",3
"276","1/04/2017","Common Assault","Manukau Central.",781200,"Auckland.",3
"277","1/04/2017","Common Assault","Rongomai.",712304,"Auckland.",3
"278","1/04/2017","Common Assault","Springlands.",2297000,"Marlborough District.",3
"279","1/04/2017","Common Assault","Upper Riccarton.",2541500,"Christchurch City.",3
"280","1/04/2017","Common Assault","Taradale North.",1457700,"Napier City.",3
"281","1/04/2017","Common Assault","Melville.",928200,"Hamilton City.",3
"282","1/04/2017","Common Assault","Trafalgar.",2318900,"Nelson City.",3
"283","1/04/2017","Common Assault","Arataki.",1201300,"Tauranga City.",3
"284","1/04/2017","Common Assault","Concord.",2954900,"Dunedin City.",3
"285","1/04/2017","Common Assault","St Lukes.",533700,"Auckland.",3
"286","1/04/2017","Common Assault","Pukehangi South.",1231006,"Rotorua District.",3
"287","1/04/2017","Common Assault","Kawerau.",1318000,"Kawerau District.",3
"288","1/04/2017","Common Assault","Auckland Central West.",435802,"Auckland.",3
"289","1/04/2017","Common Assault","Walmsley.",575900,"Auckland.",3
"290","1/04/2017","Common Assault","Whangarei Central.",99800,"Whangarei District.",3
"291","1/04/2017","Common Assault","Morrinsville East.",1089100,"Matamata-Piako District.",3
"292","1/04/2017","Common Assault","Auckland Central West.",433503,"Auckland.",3
"293","1/04/2017","Common Assault","Auckland Central East.",438104,"Auckland.",3
"294","1/04/2017","Common Assault","St Albans East.",2687100,"Christchurch City.",3
"295","1/04/2017","Common Assault","Auckland Central East.",437101,"Auckland.",3
"296","1/04/2017","Common Assault","Paremoremo East.",179600,"Auckland.",3
"297","1/04/2017","Common Assault","Hokowhitu Lagoon.",1813000,"Palmerston North City.",3
"298","1/04/2017","Common Assault","Kerikeri.",44607,"Far North District.",3
"299","1/04/2017","Common Assault","Grey Lynn East.",411600,"Auckland.",3
"300","1/04/2017","Common Assault","Dinsdale South.",921100,"Hamilton City.",3
"301","1/04/2017","Common Assault","Raureka.",1481000,"Hastings District.",3
"302","1/04/2017","Common Assault","Strathmore.",1147500,"South Waikato District.",3
"303","1/04/2017","Common Assault","Remuera South.",494100,"Auckland.",3
"304","1/04/2017","Common Assault","Huntly East.",943402,"Waikato District.",3
"305","1/04/2017","Common Assault","Masterton Central.",2243200,"Masterton District.",3
"306","1/04/2017","Common Assault","Merivale.",2673700,"Christchurch City.",3
"307","1/04/2017","Common Assault","Hamilton Central.",911800,"Hamilton City.",3
"308","1/04/2017","Common Assault","Rangiora North.",2443800,"Waimakariri District.",3
"309","1/04/2017","Common Assault","Glen Innes West.",463901,"Auckland.",3
"310","1/04/2017","Common Assault","Ruatoria.",1346402,"Gisborne District.",3
"311","1/04/2017","Common Assault","Cooks Gardens.",1699400,"Wanganui District.",3
"312","1/04/2017","Common Assault","Hutt Central.",1968300,"Lower Hutt City.",3
"313","1/04/2017","Common Assault","Hamilton Central.",911800,"Hamilton City.",3
"314","1/04/2017","Common Assault","Auckland Central East.",437701,"Auckland.",3
"315","1/04/2017","Common Assault","Takapuna Central.",326300,"Auckland.",3
"316","1/04/2017","Common Assault","Ahuriri.",1418900,"Napier City.",3
"317","1/04/2017","Common Assault","Auckland Harbourside.",438209,"Auckland.",3
"318","1/04/2017","Common Assault","Kilbirnie East.",2178400,"Wellington City.",3
"319","1/04/2017","Common Assault","Trident.",1310000,"Whakatane District.",3
"320","1/04/2017","Common Assault","Maraenui.",1444200,"Napier City.",3
"321","1/04/2017","Common Assault","Kuirau.",1233200,"Rotorua District.",3
"322","1/04/2017","Common Assault","Auckland Central West.",435500,"Auckland.",3
"323","1/04/2017","Common Assault","Taumarunui Central.",1036000,"Ruapehu District.",3
"324","1/04/2017","Common Assault","Hastings Central.",1489000,"Hastings District.",3
"325","1/04/2017","Common Assault","Auckland Central West.",434000,"Auckland.",3
"326","1/04/2017","Common Assault","Papatoetoe North.",662300,"Auckland.",3
"327","1/04/2017","Common Assault","Casebrook.",2511100,"Christchurch City.",3
"328","1/04/2017","Common Assault","Willis Street-Cambridge Terrace.",2133200,"Wellington City.",3
"329","1/04/2017","Common Assault","Tauranga Central.",1163600,"Tauranga City.",3
"330","1/04/2017","Common Assault","Willis Street-Cambridge Terrace.",2131300,"Wellington City.",3
"331","1/04/2017","Common Assault","Manaia.",1656800,"South Taranaki District.",3
"332","1/04/2017","Common Assault","Durham Green.",246106,"Auckland.",3
"333","1/04/2017","Common Assault","Tawhai.",1928900,"Lower Hutt City.",3
"334","1/04/2017","Common Assault","Kilbirnie West-Hataitai South.",2180602,"Wellington City.",3
"335","1/04/2017","Common Assault","Trafalgar.",2319800,"Nelson City.",3
"336","1/04/2017","Common Assault","Adelaide.",2148700,"Wellington City.",3
"337","1/04/2017","Common Assault","Opotiki.",1341700,"Opotiki District.",3
"338","1/04/2017","Common Assault","Waitara West.",1545600,"New Plymouth District.",3
"339","1/04/2017","Common Assault","Gisborne Central.",1372500,"Gisborne District.",3
"340","1/04/2017","Common Assault","Sandringham West.",540900,"Auckland.",3
"341","1/04/2017","Common Assault","Hagley Park.",2678500,"Christchurch City.",3
"342","1/04/2017","Common Assault","Willis Street-Cambridge Terrace.",2136000,"Wellington City.",3
"343","1/04/2017","Common Assault","Papakura North.",791400,"Auckland.",3
"344","1/04/2017","Common Assault","Stuart St-Frederick St.",2902900,"Dunedin City.",3
"345","1/04/2017","Common Assault","Papakura Central.",793301,"Auckland.",3
"346","1/04/2017","Common Assault","Hawera South.",1645100,"South Taranaki District.",3
"347","1/04/2017","Common Assault","Paihia.",54300,"Far North District.",3
"348","1/04/2017","Common Assault","Kaiti South.",1385700,"Gisborne District.",3
"349","1/04/2017","Common Assault","Otahuhu West.",782400,"Auckland.",3
"350","1/04/2017","Common Assault","Papatoetoe North.",662300,"Auckland.",3
"351","1/04/2017","Common Assault","Manurewa Central.",751400,"Auckland.",3
"352","1/04/2017","Common Assault","Auckland Harbourside.",438103,"Auckland.",3
"353","1/04/2017","Common Assault","Thorndon-Tinakori Road.",2122700,"Wellington City.",3
"354","1/04/2017","Common Assault","Papatoetoe Central.",663300,"Auckland.",3
"355","1/04/2017","Common Assault","Sumner.",2703400,"Christchurch City.",3
"356","1/04/2017","Common Assault","Fairburn.",787800,"Auckland.",3
"357","1/04/2017","Common Assault","Gisborne Central.",1370900,"Gisborne District.",3
"358","1/04/2017","Common Assault","Glendowie.",513000,"Auckland.",3
"359","1/04/2017","Common Assault","Auckland Harbourside.",433001,"Auckland.",3
"360","1/04/2017","Common Assault","Newmarket.",451300,"Auckland.",3
"361","1/04/2017","Common Assault","Linton Military Camp.",1798501,"Palmerston North City.",3
"362","1/04/2017","Common Assault","Glenfield North.",197500,"Auckland.",3
"363","1/04/2017","Common Assault","Sydenham.",2619500,"Christchurch City.",3
"364","1/04/2017","Common Assault","Pukekohe North.",818900,"Auckland.",3
"365","1/04/2017","Common Assault","Kilbirnie East.",2178200,"Wellington City.",3
"366","1/04/2017","Common Assault","Auckland Central West.",433103,"Auckland.",3
"367","1/04/2017","Common Assault","Otago University.",2867500,"Dunedin City.",3
"368","1/04/2017","Common Assault","Ngapuke.",1030900,"Ruapehu District.",3
"369","1/04/2017","Common Assault","Kuirau.",1234500,"Rotorua District.",3
"370","1/04/2017","Common Assault","Whakatane North.",1305300,"Whakatane District.",3
"371","1/04/2017","Common Assault","Hamilton Central.",911200,"Hamilton City.",3
"372","1/04/2017","Common Assault","Epsom North.",457800,"Auckland.",3
"373","1/04/2017","Common Assault","Otorohanga Rural East.",999400,"Otorohanga District.",3
"374","1/04/2017","Common Assault","Enderley.",866600,"Hamilton City.",3
"375","1/04/2017","Common Assault","Mt Wellington Domain.",627900,"Auckland.",3
"376","1/04/2017","Common Assault","Harania East.",734201,"Auckland.",3
"377","1/04/2017","Common Assault","Evansdale.",2863900,"Dunedin City.",3
"378","1/04/2017","Common Assault","Grafton East.",442400,"Auckland.",3
"379","1/04/2017","Common Assault","Linton Military Camp.",1798501,"Palmerston North City.",3
"380","1/04/2017","Common Assault","Roberton.",382200,"Auckland.",3
"381","1/04/2017","Common Assault","Central Gore.",3060700,"Gore District.",3
"382","1/04/2017","Common Assault","Bledisloe Park.",823200,"Auckland.",3
"383","1/04/2017","Common Assault","Nelson Park.",1429500,"Napier City.",3
"384","1/04/2017","Common Assault","Porirua Central.",2051001,"Porirua City.",3
"385","1/04/2017","Common Assault","St Leonards.",1487100,"Hastings District.",3
"386","1/04/2017","Common Assault","Mascot.",737500,"Auckland.",3
"387","1/04/2017","Common Assault","Hagley Park.",2678500,"Christchurch City.",3
"388","1/04/2017","Common Assault","Paraparaumu Central.",2000100,"Kapiti Coast District.",3
"389","1/04/2017","Common Assault","Bruce.",2988300,"Clutha District.",3
"390","1/04/2017","Common Assault","Lake Pupuke.",308401,"Auckland.",3
"391","1/04/2017","Common Assault","Grey Lynn West.",408600,"Auckland.",3
"392","1/04/2017","Common Assault","Wiri.",780506,"Auckland.",3
"393","1/04/2017","Common Assault","Rehia-Oneriri.",130803,"Kaipara District.",3
"394","1/04/2017","Common Assault","Willis Street-Cambridge Terrace.",2133200,"Wellington City.",3
"395","1/04/2017","Common Assault","Rangiora Central.",2444600,"Waimakariri District.",3
"396","1/04/2017","Common Assault","New Brighton.",2558400,"Christchurch City.",3
"397","1/04/2017","Common Assault","Holborn.",1932000,"Lower Hutt City.",3
"398","1/04/2017","Common Assault","Redoubt South.",759901,"Auckland.",3
"399","1/04/2017","Common Assault","Hamilton Lake.",932400,"Hamilton City.",3
"400","1/04/2017","Common Assault","Hutt Central.",1965800,"Lower Hutt City.",3
"401","1/04/2017","Common Assault","Papakowhai North.",2056601,"Porirua City.",3
"402","1/04/2017","Common Assault","Morrinsville West.",1087800,"Matamata-Piako District.",3
"403","1/04/2017","Common Assault","Waterloo East.",1975400,"Lower Hutt City.",3
"404","1/04/2017","Common Assault","Trafalgar.",2320000,"Nelson City.",3
"405","1/04/2017","Common Assault","Takapuna Central.",326400,"Auckland.",3
"406","1/04/2017","Common Assault","Waihi.",1079600,"Hauraki District.",3
"407","1/04/2017","Common Assault","Hamilton Central.",909700,"Hamilton City.",3
"408","1/04/2017","Common Assault","Auckland Central East.",438203,"Auckland.",3
"409","1/04/2017","Common Assault","Bromley.",2580000,"Christchurch City.",3
"410","1/04/2017","Common Assault","Hagley Park.",2678602,"Christchurch City.",3
"411","1/04/2017","Common Assault","Ensors.",2580400,"Christchurch City.",3
"412","1/04/2017","Common Assault","Grampians.",2324800,"Nelson City.",3
"413","1/04/2017","Aggravated Sexual Assault","Rongomai.",713005,"Auckland.",3
"414","1/04/2017","Non-Aggravated Sexual Assault","Gisborne Central.",1372900,"Gisborne District.",3
"415","1/04/2017","Aggravated Sexual Assault","Kaitaia East.",14500,"Far North District.",3
"416","1/04/2017","Aggravated Sexual Assault","Warkworth.",140500,"Auckland.",3
"417","1/04/2017","Aggravated Sexual Assault","Broads.",2330300,"Nelson City.",3
"418","1/04/2017","Non-Aggravated Sexual Assault","Huntington.",952233,"Hamilton City.",3
"419","1/04/2017","Aggravated Sexual Assault","Three Kings.",562700,"Auckland.",3
"420","1/04/2017","Non-Aggravated Sexual Assault","Wanganui Central.",1701700,"Wanganui District.",3
"421","1/04/2017","Aggravated Sexual Assault","St Johns.",464200,"Auckland.",3
"422","1/04/2017","Aggravated Sexual Assault","Auckland Harbourside.",438214,"Auckland.",3
"423","1/04/2017","Non-Aggravated Sexual Assault","Raumati Beach.",2004103,"Kapiti Coast District.",3
"424","1/04/2017","Aggravated Sexual Assault","Middleton.",2538604,"Christchurch City.",3
"425","1/03/2017","Common Assault","Glendale.",2012109,"Lower Hutt City.",4
"426","1/03/2017","Common Assault","Island Bay East.",2192800,"Wellington City.",4
"427","1/03/2017","Common Assault","Harania West.",734603,"Auckland.",4
"428","1/03/2017","Common Assault","South Beach-Camerons.",2414401,"Grey District.",4
"429","1/03/2017","Common Assault","Barrett.",1556323,"New Plymouth District.",4
"430","1/03/2017","Common Assault","Tuapeka.",3009100,"Clutha District.",4
"431","1/03/2017","Common Assault","Rosehill.",804300,"Auckland.",4
"432","1/03/2017","Common Assault","Onekawa South.",1439600,"Napier City.",4
"433","1/03/2017","Common Assault","Tahekeroa.",176905,"Auckland.",4
"434","1/03/2017","Common Assault","Burbush.",976801,"Hamilton City.",4
"435","1/03/2017","Common Assault","Epuni East.",1951900,"Lower Hutt City.",4
"436","1/03/2017","Common Assault","Hokowhitu East.",1848700,"Palmerston North City.",4
"437","1/03/2017","Common Assault","Marewa.",1435000,"Napier City.",4
"438","1/03/2017","Common Assault","North Harbour East.",180215,"Auckland.",4
"439","1/03/2017","Common Assault","Caversham.",2915300,"Dunedin City.",4
"440","1/03/2017","Common Assault","Hokianga North.",29700,"Far North District.",4
"441","1/03/2017","Common Assault","Greymouth South.",2410300,"Grey District.",4
"442","1/03/2017","Common Assault","Roberton.",382800,"Auckland.",4
"443","1/03/2017","Aggravated Sexual Assault","Wilford.",2029900,"Lower Hutt City.",4
"444","1/03/2017","Aggravated Sexual Assault","Greenmeadows.",1455017,"Napier City.",4
"445","1/03/2017","Non-Aggravated Sexual Assault","Auckland Central East.",436100,"Auckland.",4
"446","1/03/2017","Aggravated Sexual Assault","Springfield.",1245702,"Rotorua District.",4
"447","1/03/2017","Aggravated Sexual Assault","Richmond East.",2362000,"Tasman District.",4
"448","1/03/2017","Aggravated Sexual Assault","999999",-113,"Whakatane District.",4
"449","1/05/2017","Common Assault","Marewa.",1435600,"Napier City.",2
"450","1/05/2017","Common Assault","Swarbrick.",918300,"Hamilton City.",2
"451","1/05/2017","Common Assault","Te Puke West.",1207400,"Western Bay of Plenty District.",2
"452","1/05/2017","Common Assault","Ohinemuri.",1082800,"Hauraki District.",2
"453","1/05/2017","Common Assault","Papakura North.",791300,"Auckland.",2
"454","1/05/2017","Common Assault","Cashmere West.",2551601,"Christchurch City.",2
"455","1/05/2017","Common Assault","Whangamata.",1061201,"Thames-Coromandel District.",2
"456","1/05/2017","Common Assault","Opaheke.",803100,"Auckland.",2
"457","1/05/2017","Common Assault","Rawene.",23800,"Far North District.",2
"458","1/05/2017","Common Assault","Paraparaumu Central.",1997000,"Kapiti Coast District.",2
"459","1/05/2017","Common Assault","Welbourn.",1602100,"New Plymouth District.",2
"460","1/05/2017","Common Assault","999999",-141,"Rotorua District.",2
"461","1/05/2017","Common Assault","999999",-170,"Waikato District.",2
"462","1/05/2017","Common Assault","Putaruru.",1129800,"South Waikato District.",2
"463","1/05/2017","Common Assault","Hamilton Central.",911402,"Hamilton City.",2
"464","1/05/2017","Common Assault","Porritt.",875600,"Hamilton City.",2
"465","1/05/2017","Common Assault","Glen Innes West.",476100,"Auckland.",2
"466","1/05/2017","Common Assault","Appleby-Kew.",3115000,"Invercargill City.",2
"467","1/05/2017","Common Assault","Hillcrest West.",888100,"Hamilton City.",2
"468","1/05/2017","Common Assault","Parkside.",2799300,"Timaru District.",2
"469","1/05/2017","Common Assault","Willis Street-Cambridge Terrace.",2132100,"Wellington City.",2
"470","1/05/2017","Aggravated Sexual Assault","Glen Innes East.",476600,"Auckland.",2
"471","1/05/2017","Aggravated Sexual Assault","Whenuapai West.",220400,"Auckland.",2
"472","1/05/2017","Aggravated Sexual Assault","Richmond West.",2366201,"Tasman District.",2
"473","1/05/2017","Aggravated Sexual Assault","Shirley West.",2595500,"Christchurch City.",2
"474","1/05/2017","Aggravated Sexual Assault","Avon Loop.",2657400,"Christchurch City.",2
"475","1/05/2017","Aggravated Sexual Assault","Lambton.",2127500,"Wellington City.",2
"476","1/05/2017","Aggravated Sexual Assault","Western Heights.",1217600,"Rotorua District.",2
"477","1/05/2017","Aggravated Sexual Assault","Hamilton Lake.",932400,"Hamilton City.",2
"478","1/05/2017","Aggravated Sexual Assault","Watlington.",2797500,"Timaru District.",2
"479","1/05/2017","Aggravated Sexual Assault","Helensville.",208903,"Auckland.",2
"480","1/05/2017","Aggravated Sexual Assault","Auckland City-Marinas.",438219,"Auckland.",2
"481","1/05/2017","Aggravated Sexual Assault","Isel Park.",2344400,"Nelson City.",2
"482","1/05/2017","Aggravated Sexual Assault","Bledisloe Park.",823200,"Auckland.",2
"483","1/05/2017","Aggravated Sexual Assault","Hagley Park.",2678300,"Christchurch City.",2
"484","1/05/2017","Aggravated Sexual Assault","999999",-16,"Far North District.",2
"485","1/05/2017","Aggravated Sexual Assault","Mayfair.",1497600,"Hastings District.",2
"486","1/05/2017","Aggravated Sexual Assault","Mayfield.",2294600,"Marlborough District.",2
"487","1/05/2017","Aggravated Sexual Assault","Marewa.",1435400,"Napier City.",2
"488","1/05/2017","Aggravated Sexual Assault","999999",-141,"Rotorua District.",2
"489","1/05/2017","Aggravated Sexual Assault","999999",-170,"Waikato District.",2
"490","1/05/2017","Aggravated Sexual Assault","Horahora.",105800,"Whangarei District.",2
"491","1/05/2017","Non-Aggravated Sexual Assault","Pembroke.",1619600,"Stratford District.",2
"492","1/05/2017","Aggravated Sexual Assault","Grafton East.",442400,"Auckland.",2
"493","1/04/2017","Common Assault","Panmure Basin.",628700,"Auckland.",3
"494","1/04/2017","Common Assault","Washington.",2327700,"Nelson City.",3
"495","1/04/2017","Common Assault","Lumsden Community.",3044200,"Southland District.",3
"496","1/04/2017","Common Assault","St Clair.",2927000,"Dunedin City.",3
"497","1/04/2017","Common Assault","Hospital Hill.",1425100,"Napier City.",3
"498","1/04/2017","Common Assault","Royal Heights.",226005,"Auckland.",3
"499","1/04/2017","Common Assault","Waikawa.",2279805,"Marlborough District.",3
"500","1/04/2017","Common Assault","Marton.",1735900,"Rangitikei District.",3
"501","1/04/2017","Common Assault","Crinan.",3110900,"Invercargill City.",3
"502","1/04/2017","Common Assault","Dargaville.",116000,"Kaipara District.",3
"503","1/04/2017","Common Assault","Kaitangata.",2985300,"Clutha District.",3
"504","1/04/2017","Common Assault","Kaiti South.",1385600,"Gisborne District.",3
"505","1/04/2017","Common Assault","Silverdale South.",175815,"Auckland.",3
"506","1/04/2017","Common Assault","Mosgiel East.",2965500,"Dunedin City.",3
"507","1/04/2017","Common Assault","Tokorangi-Hiwinui.",1760800,"Manawatu District.",3
"508","1/04/2017","Common Assault","Maraenui.",1444300,"Napier City.",3
"509","1/04/2017","Common Assault","Paparua.",2494600,"Christchurch City.",3
"510","1/04/2017","Non-Aggravated Sexual Assault","Kaitaia West.",12902,"Far North District.",3
"511","1/04/2017","Non-Aggravated Sexual Assault","Lake Pupuke.",307800,"Auckland.",3
"512","1/04/2017","Aggravated Sexual Assault","Woodglen.",284701,"Auckland.",3
"513","1/04/2017","Aggravated Sexual Assault","Ohinemuri.",1084400,"Hauraki District.",3
"514","1/05/2017","Aggravated Sexual Assault","Auckland Harbourside.",438210,"Auckland.",2
"515","1/05/2017","Aggravated Sexual Assault","Reporoa.",1261100,"Rotorua District.",2
"516","1/05/2017","Non-Aggravated Sexual Assault","Mt Victoria West.",2143000,"Wellington City.",2
"517","1/05/2017","Non-Aggravated Sexual Assault","Mangere South.",727200,"Auckland.",2
"518","1/05/2017","Non-Aggravated Sexual Assault","Esplanade.",2027100,"Lower Hutt City.",2
