"","X","ANZSOC.Group","Alert.Level","date","Area.Unit","Meshblock","Territorial.Authority","District","Calls.for.Service.and.Prevention","Crime.and.NonCrime.Demand","Event.Category","No"
"243",133,"Common Assault",2,"1/05/2017","Palmerston North Central.",1829200,"Palmerston North City.",NA,NA,NA,NA,NA
"244",133,"Common Assault",3,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",1
"245",134,"Common Assault",2,"1/05/2017","Trafalgar.",2320300,"Nelson City.",NA,NA,NA,NA,NA
"246",134,"Common Assault",3,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",1
"247",135,"Assault not further defined",3,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",1
"248",135,"Common Assault",2,"1/05/2017","Homai East.",776101,"Auckland.",NA,NA,NA,NA,NA
"249",136,"Assault not further defined",3,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",3
"250",136,"Common Assault",2,"1/05/2017","Ferguson.",709300,"Auckland.",NA,NA,NA,NA,NA
"251",137,"Common Assault",2,"1/05/2017","Silverdale Central.",176802,"Auckland.",NA,NA,NA,NA,NA
"252",137,"Common Assault",3,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",1
"253",138,"Common Assault",2,"1/05/2017","Whakatane North.",1305500,"Whakatane District.",NA,NA,NA,NA,NA
"254",138,"Common Assault",3,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",5
"255",139,"Aggravated Sexual Assault",3,NA,NA,NA,NA,"Canterbury","Demand","Crime","Sexual",1
"256",139,"Common Assault",2,"1/05/2017","Te Rapa.",908000,"Hamilton City.",NA,NA,NA,NA,NA
"257",140,"Common Assault",2,"1/05/2017","Linwood.",2610100,"Christchurch City.",NA,NA,NA,NA,NA
"258",140,"Non-Aggravated Sexual Assault",3,NA,NA,NA,NA,"Canterbury","Demand","Crime","Sexual",2
"259",141,"Assault not further defined",3,NA,NA,NA,NA,"Canterbury","Demand","Crime","Violence",8
"260",141,"Common Assault",2,"1/05/2017","Bromley.",2580100,"Christchurch City.",NA,NA,NA,NA,NA
"261",142,"Common Assault",2,"1/05/2017","Beachhaven South.",344901,"Auckland.",NA,NA,NA,NA,NA
"262",142,"Common Assault",3,NA,NA,NA,NA,"Canterbury","Demand","Crime","Violence",5
"263",143,"Common Assault",2,"1/05/2017","Onehunga North East.",592900,"Auckland.",NA,NA,NA,NA,NA
"264",143,"Common Assault",3,NA,NA,NA,NA,"Canterbury","Demand","Crime","Violence",1
"265",144,"Assault not further defined",3,NA,NA,NA,NA,"Canterbury","Demand","Crime","Violence",1
"266",144,"Common Assault",2,"1/05/2017","Birdwood West.",226901,"Auckland.",NA,NA,NA,NA,NA
"267",145,"Common Assault",2,"1/05/2017","Lynnmall.",264901,"Auckland.",NA,NA,NA,NA,NA
"268",145,"Non-Aggravated Sexual Assault",3,NA,NA,NA,NA,"Central","Demand","Crime","Sexual",1
"269",146,"Aggravated Sexual Assault",3,NA,NA,NA,NA,"Central","Demand","Crime","Sexual",1
"270",146,"Common Assault",2,"1/05/2017","Hikuai.",1060413,"Thames-Coromandel District.",NA,NA,NA,NA,NA
"271",147,"Common Assault",2,"1/05/2017","Kahui.",1625700,"South Taranaki District.",NA,NA,NA,NA,NA
"272",147,"Non-Aggravated Sexual Assault",3,NA,NA,NA,NA,"Central","Demand","Crime","Sexual",1
"273",148,"Assault not further defined",3,NA,NA,NA,NA,"Central","Demand","Crime","Violence",7
"274",148,"Common Assault",2,"1/05/2017","Pinehill.",180605,"Auckland.",NA,NA,NA,NA,NA
"275",149,"Assault not further defined",3,NA,NA,NA,NA,"Central","Demand","Crime","Violence",2
"276",149,"Common Assault",2,"1/05/2017","Willis Street-Cambridge Terrace.",2133408,"Wellington City.",NA,NA,NA,NA,NA
"277",150,"Common Assault",2,"1/05/2017","Bruce.",2988300,"Clutha District.",NA,NA,NA,NA,NA
"278",150,"Common Assault",3,NA,NA,NA,NA,"Central","Demand","Crime","Violence",1
"279",151,"Assault not further defined",3,NA,NA,NA,NA,"Central","Demand","Crime","Violence",1
"280",151,"Common Assault",2,"1/05/2017","Middlemore.",786500,"Auckland.",NA,NA,NA,NA,NA
"281",152,"Common Assault",2,"1/05/2017","Waitangirua.",2059900,"Porirua City.",NA,NA,NA,NA,NA
"282",152,"Common Assault",3,NA,NA,NA,NA,"Central","Demand","Crime","Violence",2
"283",153,"Assault not further defined",3,NA,NA,NA,NA,"Central","Demand","Crime","Violence",4
"284",153,"Common Assault",2,"1/05/2017","Tauhara.",1270100,"Taupo District.",NA,NA,NA,NA,NA
"285",154,"Assault not further defined",3,NA,NA,NA,NA,"Counties/Manukau","Demand","Crime","Violence",1
"286",154,"Common Assault",2,"1/05/2017","Te Rapa.",908000,"Hamilton City.",NA,NA,NA,NA,NA
"287",155,"Assault not further defined",3,NA,NA,NA,NA,"Counties/Manukau","Demand","Crime","Violence",5
"288",155,"Common Assault",2,"1/05/2017","Matipo.",246900,"Auckland.",NA,NA,NA,NA,NA
"289",156,"Common Assault",2,"1/05/2017","Cathedral Square.",2651700,"Christchurch City.",NA,NA,NA,NA,NA
"290",156,"Common Assault",3,NA,NA,NA,NA,"Counties/Manukau","Demand","Crime","Violence",1
"291",157,"Assault not further defined",3,NA,NA,NA,NA,"Counties/Manukau","Demand","Crime","Violence",9
"292",157,"Common Assault",2,"1/05/2017","Ashburton Central East.",2729500,"Ashburton District.",NA,NA,NA,NA,NA
"293",158,"Assault not further defined",3,NA,NA,NA,NA,"Counties/Manukau","Demand","Crime","Violence",6
"294",158,"Common Assault",2,"1/05/2017","Cathedral Square.",2649800,"Christchurch City.",NA,NA,NA,NA,NA
"295",159,"Common Assault",2,"1/05/2017","Kaikoura Township.",2312000,"Kaikoura District.",NA,NA,NA,NA,NA
"296",159,"Common Assault",3,NA,NA,NA,NA,"Counties/Manukau","Demand","Crime","Violence",1
"297",160,"Aggravated Sexual Assault",3,NA,NA,NA,NA,"Eastern","Demand","Crime","Sexual",1
"298",160,"Common Assault",2,"1/05/2017","Nelson Park.",1429500,"Napier City.",NA,NA,NA,NA,NA
"299",161,"Common Assault",2,"1/05/2017","Willis Street-Cambridge Terrace.",2133300,"Wellington City.",NA,NA,NA,NA,NA
"300",161,"Non-Aggravated Sexual Assault",3,NA,NA,NA,NA,"Eastern","Demand","Crime","Sexual",1
"301",162,"Assault not further defined",3,NA,NA,NA,NA,"Eastern","Demand","Crime","Violence",2
"302",162,"Common Assault",2,"1/05/2017","Lynnmall.",265900,"Auckland.",NA,NA,NA,NA,NA
"303",163,"Assault not further defined",3,NA,NA,NA,NA,"Eastern","Demand","Crime","Violence",2
"304",163,"Common Assault",2,"1/05/2017","Otakaro Park.",3106400,"Invercargill City.",NA,NA,NA,NA,NA
"305",164,"Common Assault",2,"1/05/2017","Taihape.",1749600,"Rangitikei District.",NA,NA,NA,NA,NA
"306",164,"Common Assault",3,NA,NA,NA,NA,"Eastern","Demand","Crime","Violence",4
"307",165,"Common Assault",2,"1/05/2017","Cathedral Square.",2650800,"Christchurch City.",NA,NA,NA,NA,NA
"308",165,"Common Assault",3,NA,NA,NA,NA,"Eastern","Demand","Crime","Violence",2
"309",166,"Assault not further defined",3,NA,NA,NA,NA,"Eastern","Demand","Crime","Violence",1
"310",166,"Common Assault",2,"1/05/2017","Auckland Central West.",435100,"Auckland.",NA,NA,NA,NA,NA
"311",167,"Assault not further defined",3,NA,NA,NA,NA,"Northland","Demand","Crime","Violence",1
"312",167,"Common Assault",2,"1/05/2017","Greenmount.",711722,"Auckland.",NA,NA,NA,NA,NA
"313",168,"Assault not further defined",3,NA,NA,NA,NA,"Northland","Demand","Crime","Violence",1
"314",168,"Common Assault",2,"1/05/2017","Puhinui South.",780205,"Auckland.",NA,NA,NA,NA,NA
"315",169,"Common Assault",2,"1/05/2017","Brockville.",2882800,"Dunedin City.",NA,NA,NA,NA,NA
"316",169,"Common Assault",3,NA,NA,NA,NA,"Northland","Demand","Crime","Violence",1
"317",170,"Assault not further defined",3,NA,NA,NA,NA,"Northland","Demand","Crime","Violence",1
"318",170,"Common Assault",2,"1/05/2017","Auckland Central West.",433802,"Auckland.",NA,NA,NA,NA,NA
"319",171,"Common Assault",2,"1/05/2017","Nelson Park.",1429700,"Napier City.",NA,NA,NA,NA,NA
"320",171,"Non-Aggravated Sexual Assault",3,NA,NA,NA,NA,"Southern","Demand","Crime","Sexual",1
"321",172,"Assault not further defined",3,NA,NA,NA,NA,"Southern","Demand","Crime","Violence",1
"322",172,"Common Assault",2,"1/05/2017","Point England.",477201,"Auckland.",NA,NA,NA,NA,NA
"323",173,"Assault not further defined",3,NA,NA,NA,NA,"Southern","Demand","Crime","Violence",1
"324",173,"Common Assault",2,"1/05/2017","Tuff Crater.",365000,"Auckland.",NA,NA,NA,NA,NA
"325",174,"Common Assault",2,"1/05/2017","Masterton East.",2241301,"Masterton District.",NA,NA,NA,NA,NA
"326",174,"Common Assault",3,NA,NA,NA,NA,"Southern","Demand","Crime","Violence",1
"327",175,"Common Assault",2,"1/05/2017","Casebrook.",2510601,"Christchurch City.",NA,NA,NA,NA,NA
"328",175,"Common Assault",3,NA,NA,NA,NA,"Southern","Demand","Crime","Violence",1
"329",176,"Assault not further defined",3,NA,NA,NA,NA,"Tasman","Demand","Crime","Violence",1
"330",176,"Common Assault",2,"1/05/2017","Whataupoko.",1380600,"Gisborne District.",NA,NA,NA,NA,NA
"331",177,"Assault not further defined",3,NA,NA,NA,NA,"Tasman","Demand","Crime","Violence",2
"332",177,"Common Assault",2,"1/05/2017","Aotea.",1145800,"South Waikato District.",NA,NA,NA,NA,NA
"333",178,"Common Assault",2,"1/05/2017","Wiri.",780506,"Auckland.",NA,NA,NA,NA,NA
"334",178,"Common Assault",3,NA,NA,NA,NA,"Tasman","Demand","Crime","Violence",1
"335",179,"Aggravated Sexual Assault",3,NA,NA,NA,NA,"Waikato","Demand","Crime","Sexual",1
"336",179,"Common Assault",2,"1/05/2017","Clendon South.",774431,"Auckland.",NA,NA,NA,NA,NA
"337",180,"Common Assault",2,"1/05/2017","Thorndon-Tinakori Road.",2118300,"Wellington City.",NA,NA,NA,NA,NA
"338",180,"Non-Aggravated Sexual Assault",3,NA,NA,NA,NA,"Waikato","Demand","Crime","Sexual",1
"339",181,"Assault not further defined",3,NA,NA,NA,NA,"Waikato","Demand","Crime","Violence",2
"340",181,"Common Assault",2,"1/05/2017","Papatoetoe East.",668500,"Auckland.",NA,NA,NA,NA,NA
"341",182,"Assault not further defined",3,NA,NA,NA,NA,"Waikato","Demand","Crime","Violence",1
"342",182,"Common Assault",2,"1/05/2017","Bruce.",2988300,"Clutha District.",NA,NA,NA,NA,NA
"343",183,"Common Assault",2,"1/05/2017","Otaki.",1879300,"Kapiti Coast District.",NA,NA,NA,NA,NA
"344",183,"Common Assault",3,NA,NA,NA,NA,"Waikato","Demand","Crime","Violence",2
"345",184,"Assault not further defined",3,NA,NA,NA,NA,"Waikato","Demand","Crime","Violence",1
"346",184,"Common Assault",2,"1/05/2017","Linwood East.",2566600,"Christchurch City.",NA,NA,NA,NA,NA
"347",185,"Common Assault",2,"1/05/2017","Auckland Harbourside.",432900,"Auckland.",NA,NA,NA,NA,NA
"348",185,"Common Assault",3,NA,NA,NA,NA,"Waikato","Demand","Crime","Violence",1
"349",186,"Assault not further defined",3,NA,NA,NA,NA,"Waikato","Demand","Crime","Violence",5
"350",186,"Common Assault",2,"1/05/2017","Brentwood.",1890701,"Upper Hutt City.",NA,NA,NA,NA,NA
"351",187,"Assault not further defined",3,NA,NA,NA,NA,"Waikato","Demand","Crime","Violence",1
"352",187,"Common Assault",2,"1/05/2017","Westlake.",304400,"Auckland.",NA,NA,NA,NA,NA
"353",188,"Common Assault",2,"1/05/2017","Te Awamutu Central.",971200,"Waipa District.",NA,NA,NA,NA,NA
"354",188,"Common Assault",3,NA,NA,NA,NA,"Waikato","Demand","Crime","Violence",2
"355",189,"Common Assault",2,"1/05/2017","Stanmore Bay East.",173706,"Auckland.",NA,NA,NA,NA,NA
"356",189,"Common Assault",3,NA,NA,NA,NA,"Waikato","Demand","Crime","Violence",1
"357",190,"Assault not further defined",3,NA,NA,NA,NA,"Waitemata","Demand","Crime","Violence",1
"358",190,"Common Assault",2,"1/05/2017","Nelson Park.",1428700,"Napier City.",NA,NA,NA,NA,NA
"359",191,"Common Assault",2,"1/05/2017","Riccarton West.",2470600,"Christchurch City.",NA,NA,NA,NA,NA
"360",191,"Common Assault",3,NA,NA,NA,NA,"Waitemata","Demand","Crime","Violence",5
"361",192,"Assault not further defined",3,NA,NA,NA,NA,"Waitemata","Demand","Crime","Violence",3
"362",192,"Common Assault",2,"1/05/2017","Grampians.",2324600,"Nelson City.",NA,NA,NA,NA,NA
"363",193,"Common Assault",2,"1/05/2017","Playford Park.",1869800,"Horowhenua District.",NA,NA,NA,NA,NA
"364",193,"Common Assault",3,NA,NA,NA,NA,"Waitemata","Demand","Crime","Violence",2
"365",194,"Aggravated Sexual Assault",3,NA,NA,NA,NA,"Wellington","Demand","Crime","Sexual",1
"366",194,"Common Assault",2,"1/05/2017","Palmerston North Central.",1829100,"Palmerston North City.",NA,NA,NA,NA,NA
"367",195,"Assault not further defined",3,NA,NA,NA,NA,"Wellington","Demand","Crime","Violence",1
"368",195,"Common Assault",2,"1/05/2017","Waimate.",2820600,"Waimate District.",NA,NA,NA,NA,NA
"369",196,"Assault not further defined",3,NA,NA,NA,NA,"Wellington","Demand","Crime","Violence",2
"370",196,"Common Assault",2,"1/05/2017","Beachlands-Maraetai.",718504,"Auckland.",NA,NA,NA,NA,NA
"371",197,"Common Assault",2,"1/05/2017","Richmond East.",2363204,"Tasman District.",NA,NA,NA,NA,NA
"372",197,"Common Assault",3,NA,NA,NA,NA,"Wellington","Demand","Crime","Violence",1
"373",198,"Common Assault",2,"1/05/2017","Styx Mill.",2512601,"Christchurch City.",NA,NA,NA,NA,NA
"374",198,"Common Assault",3,NA,NA,NA,NA,"Wellington","Demand","Crime","Violence",1
"375",199,"Assault not further defined",3,NA,NA,NA,NA,"Wellington","Demand","Crime","Violence",1
"376",199,"Common Assault",2,"1/05/2017","Ranui South.",236400,"Auckland.",NA,NA,NA,NA,NA
"377",200,"Common Assault",2,"1/05/2017","Lambton.",2127800,"Wellington City.",NA,NA,NA,NA,NA
"378",200,"Common Assault",3,NA,NA,NA,NA,"Wellington","Demand","Crime","Violence",3
"379",201,"Assault not further defined",3,NA,NA,NA,NA,"Wellington","Demand","Crime","Violence",4
"380",201,"Common Assault",2,"1/05/2017","Trafalgar.",2320300,"Nelson City.",NA,NA,NA,NA,NA
"381",202,"Common Assault",2,"1/05/2017","Marsland Hill.",1590100,"New Plymouth District.",NA,NA,NA,NA,NA
"382",202,"Common Assault",3,NA,NA,NA,NA,"Wellington","Demand","Crime","Violence",1
"383",203,"Assault not further defined",3,NA,NA,NA,NA,"Wellington","Demand","Crime","Violence",1
"384",203,"Common Assault",2,"1/05/2017","Mairehau North.",2507101,"Christchurch City.",NA,NA,NA,NA,NA
"385",204,"Common Assault",2,"1/05/2017","Welcome Bay East.",1180201,"Tauranga City.",NA,NA,NA,NA,NA
"386",204,"Common Assault",3,NA,NA,NA,NA,"Wellington","Demand","Crime","Violence",1
"387",205,"Aggravated Sexual Assault",4,NA,NA,NA,NA,"Auckland City","Demand","Crime","Sexual",2
"388",205,"Common Assault",2,"1/05/2017","Otara West.",698200,"Auckland.",NA,NA,NA,NA,NA
"389",206,"Assault not further defined",4,NA,NA,NA,NA,"Auckland City","Demand","Crime","Violence",5
"390",206,"Common Assault",2,"1/05/2017","Otautau.",3177100,"Southland District.",NA,NA,NA,NA,NA
"391",207,"Common Assault",2,"1/05/2017","Otahuhu West.",784100,"Auckland.",NA,NA,NA,NA,NA
"392",207,"Common Assault",4,NA,NA,NA,NA,"Auckland City","Demand","Crime","Violence",1
"393",208,"Common Assault",2,"1/05/2017","Otaihanga.",1999405,"Kapiti Coast District.",NA,NA,NA,NA,NA
"394",208,"Common Assault",4,NA,NA,NA,NA,"Auckland City","Demand","Crime","Violence",9
"395",209,"Assault not further defined",4,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",3
"396",209,"Common Assault",2,"1/05/2017","Taupo Central.",1273500,"Taupo District.",NA,NA,NA,NA,NA
"397",210,"Common Assault",2,"1/05/2017","Puketitiri.",1411700,"Hastings District.",NA,NA,NA,NA,NA
"398",210,"Common Assault",4,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",1
"399",211,"Assault not further defined",4,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",9
"400",211,"Common Assault",2,"1/05/2017","Maitlands.",2339500,"Nelson City.",NA,NA,NA,NA,NA
"401",212,"Common Assault",2,"1/05/2017","Westown.",1575300,"New Plymouth District.",NA,NA,NA,NA,NA
"402",212,"Common Assault",4,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",4
"403",213,"Assault not further defined",4,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",4
"404",213,"Common Assault",2,"1/05/2017","Hobsonville East.",221905,"Auckland.",NA,NA,NA,NA,NA
"405",214,"Common Assault",2,"1/05/2017","Adelaide.",2148700,"Wellington City.",NA,NA,NA,NA,NA
"406",214,"Common Assault",4,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",2
"407",215,"Common Assault",2,"1/05/2017","Kaipara Coastal.",117302,"Kaipara District.",NA,NA,NA,NA,NA
"408",215,"Common Assault",4,NA,NA,NA,NA,"Bay Of Plenty","Demand","Crime","Violence",3
"409",216,"Aggravated Sexual Assault",4,NA,NA,NA,NA,"Canterbury","Demand","Crime","Sexual",3
"410",216,"Common Assault",2,"1/05/2017","Kaikorai Hill.",2980000,"Dunedin City.",NA,NA,NA,NA,NA
"411",217,"Aggravated Sexual Assault",4,NA,NA,NA,NA,"Canterbury","Demand","Crime","Sexual",1
"412",217,"Common Assault",2,"1/05/2017","Grenada North.",2086104,"Wellington City.",NA,NA,NA,NA,NA
"413",218,"Common Assault",2,"1/05/2017","Hastings Central.",1492000,"Hastings District.",NA,NA,NA,NA,NA
"414",218,"Non-Aggravated Sexual Assault",4,NA,NA,NA,NA,"Canterbury","Demand","Crime","Sexual",4
"415",219,"Assault not further defined",4,NA,NA,NA,NA,"Canterbury","Demand","Crime","Violence",17
"416",219,"Common Assault",2,"1/05/2017","Willis Street-Cambridge Terrace.",2131100,"Wellington City.",NA,NA,NA,NA,NA
"417",220,"Assault not further defined",4,NA,NA,NA,NA,"Canterbury","Demand","Crime","Violence",22
"418",220,"Common Assault",2,"1/05/2017","Clarkin.",870200,"Hamilton City.",NA,NA,NA,NA,NA
"419",221,"Common Assault",2,"1/05/2017","High St-Stuart St.",2899900,"Dunedin City.",NA,NA,NA,NA,NA
"420",221,"Common Assault",4,NA,NA,NA,NA,"Canterbury","Demand","Crime","Violence",4
"421",222,"Assault not further defined",4,NA,NA,NA,NA,"Canterbury","Demand","Crime","Violence",2
"422",222,"Common Assault",2,"1/05/2017","Avon Loop.",2657500,"Christchurch City.",NA,NA,NA,NA,NA
"423",223,"Common Assault",2,"1/05/2017","Linwood.",2611000,"Christchurch City.",NA,NA,NA,NA,NA
"424",223,"Common Assault",4,NA,NA,NA,NA,"Canterbury","Demand","Crime","Violence",2
"425",224,"Assault not further defined",4,NA,NA,NA,NA,"Canterbury","Demand","Crime","Violence",1
"426",224,"Common Assault",2,"1/05/2017","South Gore.",3057700,"Gore District.",NA,NA,NA,NA,NA
"427",225,"Common Assault",2,"1/05/2017","Brockville.",2881702,"Dunedin City.",NA,NA,NA,NA,NA
"428",225,"Common Assault",4,NA,NA,NA,NA,"Canterbury","Demand","Crime","Violence",1
"429",226,"Aggravated Sexual Assault",4,NA,NA,NA,NA,"Central","Demand","Crime","Sexual",1
"430",226,"Common Assault",2,"1/05/2017","Auckland Central West.",435802,"Auckland.",NA,NA,NA,NA,NA
"431",227,"Common Assault",2,"1/05/2017","Viscount.",737802,"Auckland.",NA,NA,NA,NA,NA
"432",227,"Non-Aggravated Sexual Assault",4,NA,NA,NA,NA,"Central","Demand","Crime","Sexual",1
"433",228,"Aggravated Sexual Assault",4,NA,NA,NA,NA,"Central","Demand","Crime","Sexual",1
"434",228,"Common Assault",2,"1/05/2017","Palmerston North Central.",1830200,"Palmerston North City.",NA,NA,NA,NA,NA
"435",229,"Assault not further defined",4,NA,NA,NA,NA,"Central","Demand","Crime","Violence",2
"436",229,"Common Assault",2,"1/05/2017","Wadestown.",2099902,"Wellington City.",NA,NA,NA,NA,NA
"437",230,"Assault not further defined",4,NA,NA,NA,NA,"Central","Demand","Crime","Violence",1
"438",230,"Common Assault",2,"1/05/2017","Green Bay.",289800,"Auckland.",NA,NA,NA,NA,NA
"439",231,"Assault not further defined",4,NA,NA,NA,NA,"Central","Demand","Crime","Violence",4
"440",231,"Common Assault",2,"1/05/2017","Masterton Central.",2245500,"Masterton District.",NA,NA,NA,NA,NA
"441",232,"Assault not further defined",4,NA,NA,NA,NA,"Central","Demand","Crime","Violence",4
"442",232,"Common Assault",2,"1/05/2017","Parkside.",2800600,"Timaru District.",NA,NA,NA,NA,NA
"443",233,"Common Assault",2,"1/05/2017","Auckland Central East.",438309,"Auckland.",NA,NA,NA,NA,NA
"444",233,"Common Assault",4,NA,NA,NA,NA,"Central","Demand","Crime","Violence",3
"445",234,"Common Assault",2,"1/05/2017","Roslyn.",1840303,"Palmerston North City.",NA,NA,NA,NA,NA
"446",234,"Common Assault",4,NA,NA,NA,NA,"Central","Demand","Crime","Violence",2
"447",235,"Common Assault",2,"1/05/2017","Manurewa Central.",751600,"Auckland.",NA,NA,NA,NA,NA
"448",235,"Common Assault",4,NA,NA,NA,NA,"Central","Demand","Crime","Violence",3
"449",236,"Assault not further defined",4,NA,NA,NA,NA,"Central","Demand","Crime","Violence",6
"450",236,"Common Assault",2,"1/05/2017","Lambton.",2123902,"Wellington City.",NA,NA,NA,NA,NA
"451",237,"Assault not further defined",4,NA,NA,NA,NA,"Central","Demand","Crime","Violence",8
"452",237,"Common Assault",2,"1/05/2017","Hamilton Central.",910700,"Hamilton City.",NA,NA,NA,NA,NA
"453",238,"Common Assault",2,"1/05/2017","Mangere South.",727200,"Auckland.",NA,NA,NA,NA,NA
"454",238,"Common Assault",4,NA,NA,NA,NA,"Central","Demand","Crime","Violence",3
"455",239,"Assault not further defined",4,NA,NA,NA,NA,"Central","Demand","Crime","Violence",2
"456",239,"Common Assault",2,"1/05/2017","Moanataiari.",1050200,"Thames-Coromandel District.",NA,NA,NA,NA,NA
"457",240,"Common Assault",2,"1/05/2017","Te Awamutu Central.",969601,"Waipa District.",NA,NA,NA,NA,NA
"458",240,"Common Assault",4,NA,NA,NA,NA,"Central","Demand","Crime","Violence",1
