"","District","date","Event.Type","Number of victims","Territorial.Authority","ANZSOC.Group"
"2453",NA,"1/11/18",NA,95784,"Rotorua District.","Common Assault"
"2454",NA,"1/11/18",NA,95789,"Western Bay of Plenty District.","Common Assault"
"2455",NA,"1/11/18",NA,95795,"Auckland.","Aggravated Sexual Assault"
"2456",NA,"1/3/18",NA,97215,"Auckland.","Aggravated Sexual Assault"
"2457",NA,"1/3/18",NA,97220,"Invercargill City.","Aggravated Sexual Assault"
"2458",NA,"1/3/18",NA,97225,"Wellington City.","Aggravated Sexual Assault"
"2459",NA,"1/9/18",NA,100048,"Tauranga City.","Serious Assault Resulting in Injury"
"2460",NA,"1/9/18",NA,100059,"Palmerston North City.","Common Assault"
"2461",NA,"1/9/18",NA,100069,"Auckland.","Common Assault"
"2462",NA,"1/9/18",NA,100079,"Palmerston North City.","Common Assault"
"2463",NA,"1/9/18",NA,100081,"Christchurch City.","Serious Assault Not Resulting in Injury"
"2464",NA,"1/9/18",NA,100084,"Wellington City.","Common Assault"
"2465",NA,"1/9/18",NA,100086,"Rotorua District.","Serious Assault Not Resulting in Injury"
"2466",NA,"1/9/18",NA,100089,"Auckland.","Common Assault"
"2467",NA,"1/9/18",NA,100095,"Auckland.","Aggravated Sexual Assault"
"2468",NA,"1/12/18",NA,100428,"Christchurch City.","Serious Assault Resulting in Injury"
"2469",NA,"1/12/18",NA,100434,"Dunedin City.","Common Assault"
"2470",NA,"1/12/18",NA,100443,"Waikato District.","Serious Assault Resulting in Injury"
"2471",NA,"1/12/18",NA,100449,"Auckland.","Common Assault"
"2472",NA,"1/12/18",NA,100454,"Gisborne District.","Common Assault"
"2473",NA,"1/12/18",NA,100459,"Auckland.","Common Assault"
"2474",NA,"1/12/18",NA,100464,"Far North District.","Common Assault"
"2475",NA,"1/12/18",NA,100471,"Auckland.","Serious Assault Not Resulting in Injury"
"2476",NA,"1/12/18",NA,100478,"Auckland.","Serious Assault Resulting in Injury"
"2477",NA,"1/12/18",NA,100483,"Tauranga City.","Serious Assault Resulting in Injury"
"2478",NA,"1/12/18",NA,100520,"Auckland.","Aggravated Sexual Assault"
"2479",NA,"1/12/18",NA,100525,"Gisborne District.","Aggravated Sexual Assault"
"2480",NA,"1/12/18",NA,100527,"Christchurch City.","Non-Aggravated Sexual Assault"
"2481",NA,"1/12/18",NA,100530,"South Taranaki District.","Aggravated Sexual Assault"
"2482",NA,"1/12/18",NA,100532,"Auckland.","Non-Aggravated Sexual Assault"
"2483",NA,"1/12/18",NA,100535,"Auckland.","Aggravated Sexual Assault"
"2484",NA,"1/12/18",NA,100540,"Dunedin City.","Aggravated Sexual Assault"
"2485",NA,"1/10/18",NA,102964,"Invercargill City.","Common Assault"
"2486",NA,"1/10/18",NA,102968,"Auckland.","Serious Assault Resulting in Injury"
"2487",NA,"1/10/18",NA,102969,"Lower Hutt City.","Common Assault"
"2488",NA,"1/10/18",NA,102971,"Tauranga City.","Serious Assault Not Resulting in Injury"
"2489",NA,"1/10/18",NA,102973,"Whakatane District.","Serious Assault Resulting in Injury"
"2490",NA,"1/10/18",NA,102979,"Palmerston North City.","Common Assault"
"2491",NA,"1/10/18",NA,102983,"Auckland.","Serious Assault Resulting in Injury"
"2492",NA,"1/10/18",NA,102984,"Marlborough District.","Common Assault"
"2493",NA,"1/10/18",NA,102994,"Kapiti Coast District.","Common Assault"
"2494",NA,"1/10/18",NA,102999,"Christchurch City.","Common Assault"
"2495",NA,"1/10/18",NA,103008,"Auckland.","Serious Assault Resulting in Injury"
"2496",NA,"1/10/18",NA,103009,"South Taranaki District.","Common Assault"
"2497",NA,"1/10/18",NA,103020,"Timaru District.","Aggravated Sexual Assault"
"2498",NA,"1/10/18",NA,103022,"Palmerston North City.","Non-Aggravated Sexual Assault"
"2499",NA,"1/9/18",NA,103619,"Hastings District.","Common Assault"
"2500",NA,"1/9/18",NA,103624,"Masterton District.","Common Assault"
"2501",NA,"1/9/18",NA,103626,"New Plymouth District.","Serious Assault Not Resulting in Injury"
"2502",NA,"1/9/18",NA,103631,"Waimate District.","Serious Assault Not Resulting in Injury"
"2503",NA,"1/9/18",NA,103634,"South Wairarapa District.","Common Assault"
"2504",NA,"1/9/18",NA,103641,"Hamilton City.","Serious Assault Not Resulting in Injury"
"2505",NA,"1/9/18",NA,103644,"Invercargill City.","Common Assault"
"2506",NA,"1/9/18",NA,103649,"Rotorua District.","Common Assault"
"2507",NA,"1/9/18",NA,103656,"Opotiki District.","Serious Assault Not Resulting in Injury"
"2508",NA,"1/9/18",NA,103664,"Auckland.","Common Assault"
"2509",NA,"1/9/18",NA,103669,"Tasman District.","Common Assault"
"2510",NA,"1/9/18",NA,103671,"Christchurch City.","Serious Assault Not Resulting in Injury"
"2511",NA,"1/9/18",NA,103676,"Upper Hutt City.","Serious Assault Not Resulting in Injury"
"2512",NA,"1/9/18",NA,103679,"Christchurch City.","Common Assault"
"2513",NA,"1/9/18",NA,103689,"Porirua City.","Common Assault"
"2514",NA,"1/9/18",NA,103691,"Porirua City.","Serious Assault Not Resulting in Injury"
"2515",NA,"1/9/18",NA,103699,"Tasman District.","Common Assault"
"2516",NA,"1/9/18",NA,103701,"Christchurch City.","Serious Assault Not Resulting in Injury"
"2517",NA,"1/9/18",NA,103706,"Tauranga City.","Serious Assault Not Resulting in Injury"
"2518",NA,"1/9/18",NA,103708,"Invercargill City.","Serious Assault Resulting in Injury"
"2519",NA,"1/9/18",NA,103709,"Marlborough District.","Common Assault"
"2520",NA,"1/9/18",NA,103725,"Wanganui District.","Aggravated Sexual Assault"
"2521",NA,"1/9/18",NA,103730,"Whakatane District.","Aggravated Sexual Assault"
"2522",NA,"1/9/18",NA,103735,"Tauranga City.","Aggravated Sexual Assault"
"2523",NA,"1/9/18",NA,103740,"Ruapehu District.","Aggravated Sexual Assault"
"2524",NA,"1/10/18",NA,104029,"Auckland.","Common Assault"
"2525",NA,"1/10/18",NA,104034,"Auckland.","Common Assault"
"2526",NA,"1/10/18",NA,104039,"Clutha District.","Common Assault"
"2527",NA,"1/10/18",NA,104044,"Lower Hutt City.","Common Assault"
"2528",NA,"1/10/18",NA,104049,"Auckland.","Common Assault"
"2529",NA,"1/10/18",NA,104056,"Hamilton City.","Serious Assault Not Resulting in Injury"
"2530",NA,"1/10/18",NA,104063,"Auckland.","Serious Assault Resulting in Injury"
"2531",NA,"1/10/18",NA,104068,"Palmerston North City.","Serious Assault Resulting in Injury"
"2532",NA,"1/10/18",NA,104074,"Christchurch City.","Common Assault"
"2533",NA,"1/10/18",NA,104079,"Rotorua District.","Common Assault"
"2534",NA,"1/10/18",NA,104084,"Hamilton City.","Common Assault"
"2535",NA,"1/10/18",NA,104089,"Auckland.","Common Assault"
"2536",NA,"1/10/18",NA,104094,"Wellington City.","Common Assault"
"2537",NA,"1/10/18",NA,104101,"Auckland.","Serious Assault Not Resulting in Injury"
"2538",NA,"1/10/18",NA,104108,"Napier City.","Serious Assault Resulting in Injury"
"2539",NA,"1/10/18",NA,104113,"South Waikato District.","Serious Assault Resulting in Injury"
"2540",NA,"1/10/18",NA,104114,"Christchurch City.","Common Assault"
"2541",NA,"1/10/18",NA,104119,"Palmerston North City.","Common Assault"
"2542",NA,"1/10/18",NA,104124,"Christchurch City.","Common Assault"
"2543",NA,"1/10/18",NA,104129,"Auckland.","Common Assault"
"2544",NA,"1/10/18",NA,104134,"Auckland.","Common Assault"
"2545",NA,"1/10/18",NA,104139,"Christchurch City.","Common Assault"
"2546",NA,"1/10/18",NA,104146,"Napier City.","Serious Assault Not Resulting in Injury"
"2547",NA,"1/10/18",NA,104151,"Auckland.","Serious Assault Not Resulting in Injury"
"2548",NA,"1/10/18",NA,104153,"South Waikato District.","Serious Assault Resulting in Injury"
"2549",NA,"1/10/18",NA,104158,"Queenstown-Lakes District.","Serious Assault Resulting in Injury"
"2550",NA,"1/10/18",NA,104163,"Porirua City.","Serious Assault Resulting in Injury"
"2551",NA,"1/10/18",NA,104169,"Christchurch City.","Common Assault"
"2552",NA,"1/10/18",NA,104174,"Lower Hutt City.","Common Assault"
"2553",NA,"1/10/18",NA,104179,"Auckland.","Common Assault"
"2554",NA,"1/10/18",NA,104184,"Palmerston North City.","Common Assault"
"2555",NA,"1/10/18",NA,104189,"New Plymouth District.","Common Assault"
"2556",NA,"1/10/18",NA,104196,"Wellington City.","Serious Assault Not Resulting in Injury"
"2557",NA,"1/10/18",NA,104201,"Hamilton City.","Serious Assault Not Resulting in Injury"
"2558",NA,"1/10/18",NA,104208,"Auckland.","Serious Assault Resulting in Injury"
"2559",NA,"1/10/18",NA,104213,"Central Otago District.","Serious Assault Resulting in Injury"
"2560",NA,"1/10/18",NA,104218,"Whakatane District.","Serious Assault Resulting in Injury"
"2561",NA,"1/10/18",NA,104223,"Wellington City.","Serious Assault Resulting in Injury"
"2562",NA,"1/10/18",NA,104224,"Christchurch City.","Common Assault"
"2563",NA,"1/10/18",NA,104229,"Waikato District.","Common Assault"
"2564",NA,"1/10/18",NA,104234,"Auckland.","Common Assault"
"2565",NA,"1/10/18",NA,104239,"Christchurch City.","Common Assault"
"2566",NA,"1/10/18",NA,104244,"Hastings District.","Common Assault"
"2567",NA,"1/10/18",NA,104249,"Auckland.","Common Assault"
"2568",NA,"1/10/18",NA,104251,"Rotorua District.","Serious Assault Not Resulting in Injury"
"2569",NA,"1/10/18",NA,104258,"Wanganui District.","Serious Assault Resulting in Injury"
"2570",NA,"1/10/18",NA,104263,"Far North District.","Serious Assault Resulting in Injury"
"2571",NA,"1/10/18",NA,104269,"Christchurch City.","Common Assault"
"2572",NA,"1/10/18",NA,104274,"Christchurch City.","Common Assault"
"2573",NA,"1/10/18",NA,104279,"Thames-Coromandel District.","Common Assault"
"2574",NA,"1/10/18",NA,104284,"Opotiki District.","Common Assault"
"2575",NA,"1/10/18",NA,104289,"Christchurch City.","Common Assault"
"2576",NA,"1/10/18",NA,104294,"Timaru District.","Common Assault"
"2577",NA,"1/10/18",NA,104296,"Hamilton City.","Serious Assault Not Resulting in Injury"
"2578",NA,"1/10/18",NA,104301,"Napier City.","Serious Assault Not Resulting in Injury"
"2579",NA,"1/10/18",NA,104308,"Hauraki District.","Serious Assault Resulting in Injury"
"2580",NA,"1/10/18",NA,104314,"Christchurch City.","Common Assault"
"2581",NA,"1/10/18",NA,104318,"Christchurch City.","Serious Assault Resulting in Injury"
"2582",NA,"1/10/18",NA,104324,"Hastings District.","Common Assault"
"2583",NA,"1/10/18",NA,104329,"Auckland.","Common Assault"
"2584",NA,"1/10/18",NA,104334,"Auckland.","Common Assault"
"2585",NA,"1/10/18",NA,104339,"Auckland.","Common Assault"
"2586",NA,"1/10/18",NA,104344,"Napier City.","Common Assault"
"2587",NA,"1/10/18",NA,104346,"Auckland.","Serious Assault Not Resulting in Injury"
"2588",NA,"1/10/18",NA,104351,"Auckland.","Serious Assault Not Resulting in Injury"
"2589",NA,"1/10/18",NA,104353,"Auckland.","Serious Assault Resulting in Injury"
"2590",NA,"1/10/18",NA,104358,"Gore District.","Serious Assault Resulting in Injury"
"2591",NA,"1/10/18",NA,104395,"Western Bay of Plenty District.","Aggravated Sexual Assault"
"2592",NA,"1/10/18",NA,104410,"Auckland.","Aggravated Sexual Assault"
"2593",NA,"1/10/18",NA,104415,"Napier City.","Aggravated Sexual Assault"
"2594",NA,"1/6/18",NA,106849,"Tasman District.","Common Assault"
"2595",NA,"1/6/18",NA,106851,"Wellington City.","Serious Assault Not Resulting in Injury"
"2596",NA,"1/6/18",NA,106853,"Whangarei District.","Serious Assault Resulting in Injury"
"2597",NA,"1/6/18",NA,106868,"Hauraki District.","Serious Assault Resulting in Injury"
"2598",NA,"1/6/18",NA,106869,"Auckland.","Common Assault"
"2599",NA,"1/6/18",NA,106875,"Western Bay of Plenty District.","Aggravated Sexual Assault"
"2600",NA,"1/11/18",NA,108419,"Lower Hutt City.","Common Assault"
"2601",NA,"1/11/18",NA,108424,"Auckland.","Common Assault"
"2602",NA,"1/11/18",NA,108426,"Auckland.","Serious Assault Not Resulting in Injury"
"2603",NA,"1/11/18",NA,108431,"Horowhenua District.","Serious Assault Not Resulting in Injury"
"2604",NA,"1/11/18",NA,108433,"Auckland.","Serious Assault Resulting in Injury"
"2605",NA,"1/11/18",NA,108439,"New Plymouth District.","Common Assault"
"2606",NA,"1/11/18",NA,108441,"Tauranga City.","Serious Assault Not Resulting in Injury"
"2607",NA,"1/11/18",NA,108446,"Tauranga City.","Serious Assault Not Resulting in Injury"
"2608",NA,"1/11/18",NA,108449,"Auckland.","Common Assault"
"2609",NA,"1/11/18",NA,108454,"Palmerston North City.","Common Assault"
"2610",NA,"1/11/18",NA,108456,"Auckland.","Serious Assault Not Resulting in Injury"
"2611",NA,"1/11/18",NA,108464,"Christchurch City.","Common Assault"
"2612",NA,"1/11/18",NA,108469,"Dunedin City.","Common Assault"
"2613",NA,"1/11/18",NA,108471,"Tauranga City.","Serious Assault Not Resulting in Injury"
"2614",NA,"1/11/18",NA,108476,"Auckland.","Serious Assault Not Resulting in Injury"
"2615",NA,"1/11/18",NA,108479,"Christchurch City.","Common Assault"
"2616",NA,"1/11/18",NA,108484,"Auckland.","Common Assault"
"2617",NA,"1/11/18",NA,108491,"Auckland.","Serious Assault Not Resulting in Injury"
"2618",NA,"1/11/18",NA,108493,"South Taranaki District.","Serious Assault Resulting in Injury"
"2619",NA,"1/11/18",NA,108494,"Auckland.","Common Assault"
"2620",NA,"1/11/18",NA,108499,"Auckland.","Common Assault"
"2621",NA,"1/11/18",NA,108501,"Christchurch City.","Serious Assault Not Resulting in Injury"
"2622",NA,"1/11/18",NA,108509,"Christchurch City.","Common Assault"
"2623",NA,"1/11/18",NA,108514,"Wellington City.","Common Assault"
"2624",NA,"1/11/18",NA,108516,"Auckland.","Serious Assault Not Resulting in Injury"
"2625",NA,"1/11/18",NA,108521,"Nelson City.","Serious Assault Not Resulting in Injury"
"2626",NA,"1/11/18",NA,108523,"Auckland.","Serious Assault Resulting in Injury"
"2627",NA,"1/11/18",NA,108524,"Gisborne District.","Common Assault"
"2628",NA,"1/11/18",NA,108529,"Auckland.","Common Assault"
"2629",NA,"1/11/18",NA,108531,"Porirua City.","Serious Assault Not Resulting in Injury"
"2630",NA,"1/11/18",NA,108545,"Whakatane District.","Aggravated Sexual Assault"
"2631",NA,"1/11/18",NA,108550,"Wellington City.","Aggravated Sexual Assault"
"2632",NA,"1/11/18",NA,108555,"Wellington City.","Aggravated Sexual Assault"
"2633",NA,"1/11/18",NA,108560,"Hamilton City.","Aggravated Sexual Assault"
"2634",NA,"1/11/18",NA,108565,"Grey District.","Aggravated Sexual Assault"
"2635",NA,"1/12/18",NA,108879,"Christchurch City.","Common Assault"
"2636",NA,"1/12/18",NA,108884,"Wellington City.","Common Assault"
"2637",NA,"1/12/18",NA,108889,"Napier City.","Common Assault"
"2638",NA,"1/12/18",NA,108894,"Auckland.","Common Assault"
"2639",NA,"1/12/18",NA,108899,"Auckland.","Common Assault"
"2640",NA,"1/12/18",NA,108901,"Dunedin City.","Serious Assault Not Resulting in Injury"
"2641",NA,"1/12/18",NA,108906,"Waitaki District.","Serious Assault Not Resulting in Injury"
"2642",NA,"1/12/18",NA,108911,"Auckland.","Serious Assault Not Resulting in Injury"
"2643",NA,"1/12/18",NA,108913,"Auckland.","Serious Assault Resulting in Injury"
"2644",NA,"1/12/18",NA,108918,"Tauranga City.","Serious Assault Resulting in Injury"
"2645",NA,"1/12/18",NA,108923,"Napier City.","Serious Assault Resulting in Injury"
"2646",NA,"1/12/18",NA,108929,"Auckland.","Common Assault"
"2647",NA,"1/12/18",NA,108934,"Buller District.","Common Assault"
"2648",NA,"1/12/18",NA,108939,"Far North District.","Common Assault"
"2649",NA,"1/12/18",NA,108944,"Hamilton City.","Common Assault"
"2650",NA,"1/12/18",NA,108949,"Tasman District.","Common Assault"
"2651",NA,"1/12/18",NA,108951,"Western Bay of Plenty District.","Serious Assault Not Resulting in Injury"
"2652",NA,"1/12/18",NA,108956,"Lower Hutt City.","Serious Assault Not Resulting in Injury"
"2653",NA,"1/12/18",NA,108961,"Masterton District.","Serious Assault Not Resulting in Injury"
"2654",NA,"1/12/18",NA,108963,"Napier City.","Serious Assault Resulting in Injury"
"2655",NA,"1/12/18",NA,108968,"Marlborough District.","Serious Assault Resulting in Injury"
"2656",NA,"1/12/18",NA,108973,"Manawatu District.","Serious Assault Resulting in Injury"
"2657",NA,"1/12/18",NA,108979,"Timaru District.","Common Assault"
"2658",NA,"1/12/18",NA,108984,"Auckland.","Common Assault"
"2659",NA,"1/12/18",NA,108989,"Dunedin City.","Common Assault"
"2660",NA,"1/12/18",NA,108994,"Auckland.","Common Assault"
"2661",NA,"1/12/18",NA,108999,"Auckland.","Common Assault"
"2662",NA,"1/12/18",NA,109004,"Christchurch City.","Common Assault"
"2663",NA,"1/12/18",NA,109009,"Westland District.","Common Assault"
"2664",NA,"1/12/18",NA,109016,"Auckland.","Serious Assault Not Resulting in Injury"
"2665",NA,"1/12/18",NA,109021,"Lower Hutt City.","Serious Assault Not Resulting in Injury"
"2666",NA,"1/12/18",NA,109026,"Tauranga City.","Serious Assault Not Resulting in Injury"
"2667",NA,"1/12/18",NA,109031,"Manawatu District.","Serious Assault Not Resulting in Injury"
"2668",NA,"1/12/18",NA,109033,"Porirua City.","Serious Assault Resulting in Injury"
"2669",NA,"1/12/18",NA,109038,"Wellington City.","Serious Assault Resulting in Injury"
"2670",NA,"1/12/18",NA,109043,"Matamata-Piako District.","Serious Assault Resulting in Injury"
"2671",NA,"1/12/18",NA,109048,"Auckland.","Serious Assault Resulting in Injury"
"2672",NA,"1/12/18",NA,109053,"Gisborne District.","Serious Assault Resulting in Injury"
"2673",NA,"1/12/18",NA,109058,"Auckland.","Serious Assault Resulting in Injury"
"2674",NA,"1/12/18",NA,109059,"Rotorua District.","Common Assault"
"2675",NA,"1/12/18",NA,109064,"Ashburton District.","Common Assault"
"2676",NA,"1/12/18",NA,109069,"Auckland.","Common Assault"
"2677",NA,"1/12/18",NA,109074,"Invercargill City.","Common Assault"
"2678",NA,"1/12/18",NA,109079,"Kaipara District.","Common Assault"
"2679",NA,"1/12/18",NA,109084,"Auckland.","Common Assault"
"2680",NA,"1/12/18",NA,109089,"Christchurch City.","Common Assault"
"2681",NA,"1/12/18",NA,109096,"Southland District.","Serious Assault Not Resulting in Injury"
"2682",NA,"1/12/18",NA,109101,"Porirua City.","Serious Assault Not Resulting in Injury"
"2683",NA,"1/12/18",NA,109106,"Tauranga City.","Serious Assault Not Resulting in Injury"
"2684",NA,"1/12/18",NA,109108,"New Plymouth District.","Serious Assault Resulting in Injury"
"2685",NA,"1/12/18",NA,109113,"Invercargill City.","Serious Assault Resulting in Injury"
"2686",NA,"1/12/18",NA,109118,"Whakatane District.","Serious Assault Resulting in Injury"
"2687",NA,"1/12/18",NA,109123,"South Taranaki District.","Serious Assault Resulting in Injury"
"2688",NA,"1/12/18",NA,109128,"Thames-Coromandel District.","Serious Assault Resulting in Injury"
"2689",NA,"1/12/18",NA,109134,"Marlborough District.","Common Assault"
"2690",NA,"1/12/18",NA,109139,"Auckland.","Common Assault"
"2691",NA,"1/12/18",NA,109144,"Auckland.","Common Assault"
"2692",NA,"1/12/18",NA,109149,"Auckland.","Common Assault"
"2693",NA,"1/12/18",NA,109156,"Porirua City.","Serious Assault Not Resulting in Injury"
"2694",NA,"1/12/18",NA,109161,"Horowhenua District.","Serious Assault Not Resulting in Injury"
"2695",NA,"1/12/18",NA,109163,"Auckland.","Serious Assault Resulting in Injury"
"2696",NA,"1/12/18",NA,109168,"Auckland.","Serious Assault Resulting in Injury"
"2697",NA,"1/12/18",NA,109174,"Auckland.","Common Assault"
"2698",NA,"1/12/18",NA,109179,"Auckland.","Common Assault"
"2699",NA,"1/12/18",NA,109184,"Wellington City.","Common Assault"
"2700",NA,"1/12/18",NA,109189,"Auckland.","Common Assault"
"2701",NA,"1/12/18",NA,109196,"Auckland.","Serious Assault Not Resulting in Injury"
"2702",NA,"1/12/18",NA,109201,"Auckland.","Serious Assault Not Resulting in Injury"
"2703",NA,"1/7/18",NA,109684,"Auckland.","Common Assault"
"2704",NA,"1/7/18",NA,109694,"Auckland.","Common Assault"
"2705",NA,"1/7/18",NA,109696,"Christchurch City.","Serious Assault Not Resulting in Injury"
"2706",NA,"1/7/18",NA,109704,"Auckland.","Common Assault"
"2707",NA,"1/7/18",NA,109711,"Auckland.","Serious Assault Not Resulting in Injury"
"2708",NA,"1/7/18",NA,109714,"Auckland.","Common Assault"
"2709",NA,"1/7/18",NA,109719,"Waikato District.","Common Assault"
"2710",NA,"1/7/18",NA,109726,"Rotorua District.","Serious Assault Not Resulting in Injury"
"2711",NA,"1/7/18",NA,109731,"Rotorua District.","Serious Assault Not Resulting in Injury"
"2712",NA,"1/7/18",NA,109734,"Christchurch City.","Common Assault"
"2713",NA,"1/7/18",NA,109744,"Tauranga City.","Common Assault"
"2714",NA,"1/7/18",NA,109746,"Tauranga City.","Serious Assault Not Resulting in Injury"
"2715",NA,"1/7/18",NA,109754,"Hastings District.","Common Assault"
"2716",NA,"1/7/18",NA,109756,"Auckland.","Serious Assault Not Resulting in Injury"
"2717",NA,"1/7/18",NA,109761,"Wanganui District.","Serious Assault Not Resulting in Injury"
"2718",NA,"1/7/18",NA,109764,"Dunedin City.","Common Assault"
"2719",NA,"1/7/18",NA,109766,"Tauranga City.","Serious Assault Not Resulting in Injury"
"2720",NA,"1/7/18",NA,109775,"Wellington City.","Aggravated Sexual Assault"
"2721",NA,"1/7/18",NA,109780,"Christchurch City.","Aggravated Sexual Assault"
"2722",NA,"1/7/18",NA,109785,"Auckland.","Aggravated Sexual Assault"
"2723",NA,"1/7/18",NA,109790,"Far North District.","Aggravated Sexual Assault"
"2724",NA,"1/8/18",NA,110089,"Hastings District.","Common Assault"
"2725",NA,"1/8/18",NA,110094,"Auckland.","Common Assault"
"2726",NA,"1/8/18",NA,110099,"New Plymouth District.","Common Assault"
"2727",NA,"1/8/18",NA,110104,"Dunedin City.","Common Assault"
"2728",NA,"1/8/18",NA,110109,"Auckland.","Common Assault"
"2729",NA,"1/8/18",NA,110114,"Porirua City.","Common Assault"
"2730",NA,"1/8/18",NA,110119,"Auckland.","Common Assault"
"2731",NA,"1/8/18",NA,110126,"Hamilton City.","Serious Assault Not Resulting in Injury"
"2732",NA,"1/8/18",NA,110131,"Auckland.","Serious Assault Not Resulting in Injury"
"2733",NA,"1/8/18",NA,110138,"Hamilton City.","Serious Assault Resulting in Injury"
"2734",NA,"1/8/18",NA,110143,"Dunedin City.","Serious Assault Resulting in Injury"
"2735",NA,"1/8/18",NA,110149,"Auckland.","Common Assault"
"2736",NA,"1/8/18",NA,110154,"Tauranga City.","Common Assault"
"2737",NA,"1/8/18",NA,110159,"Auckland.","Common Assault"
"2738",NA,"1/8/18",NA,110164,"Auckland.","Common Assault"
"2739",NA,"1/8/18",NA,110171,"Gisborne District.","Serious Assault Not Resulting in Injury"
"2740",NA,"1/8/18",NA,110178,"Palmerston North City.","Serious Assault Resulting in Injury"
"2741",NA,"1/8/18",NA,110184,"Wellington City.","Common Assault"
"2742",NA,"1/8/18",NA,110189,"Gisborne District.","Common Assault"
"2743",NA,"1/8/18",NA,110194,"Auckland.","Common Assault"
"2744",NA,"1/8/18",NA,110199,"Porirua City.","Common Assault"
"2745",NA,"1/8/18",NA,110204,"Dunedin City.","Common Assault"
"2746",NA,"1/8/18",NA,110206,"Auckland.","Serious Assault Not Resulting in Injury"
"2747",NA,"1/8/18",NA,110211,"Gisborne District.","Serious Assault Not Resulting in Injury"
"2748",NA,"1/8/18",NA,110218,"Hauraki District.","Serious Assault Resulting in Injury"
"2749",NA,"1/8/18",NA,110223,"Christchurch City.","Serious Assault Resulting in Injury"
"2750",NA,"1/8/18",NA,110228,"Auckland.","Serious Assault Resulting in Injury"
"2751",NA,"1/8/18",NA,110233,"Auckland.","Serious Assault Resulting in Injury"
"2752",NA,"1/8/18",NA,110239,"Queenstown-Lakes District.","Common Assault"
"2753",NA,"1/8/18",NA,110244,"Invercargill City.","Common Assault"
"2754",NA,"1/8/18",NA,110249,"Christchurch City.","Common Assault"
"2755",NA,"1/8/18",NA,110254,"Wellington City.","Common Assault"
"2756",NA,"1/8/18",NA,110259,"Dunedin City.","Common Assault"
"2757",NA,"1/8/18",NA,110266,"Hastings District.","Serious Assault Not Resulting in Injury"
"2758",NA,"1/8/18",NA,110273,"Hastings District.","Serious Assault Resulting in Injury"
"2759",NA,"1/8/18",NA,110278,"New Plymouth District.","Serious Assault Resulting in Injury"
"2760",NA,"1/8/18",NA,110283,"Auckland.","Serious Assault Resulting in Injury"
"2761",NA,"1/8/18",NA,110289,"Auckland.","Common Assault"
"2762",NA,"1/8/18",NA,110294,"Hastings District.","Common Assault"
"2763",NA,"1/8/18",NA,110299,"South Waikato District.","Common Assault"
"2764",NA,"1/8/18",NA,110304,"Palmerston North City.","Common Assault"
"2765",NA,"1/8/18",NA,110309,"Auckland.","Common Assault"
"2766",NA,"1/8/18",NA,110314,"Auckland.","Common Assault"
"2767",NA,"1/8/18",NA,110321,"Gisborne District.","Serious Assault Not Resulting in Injury"
"2768",NA,"1/8/18",NA,110326,"Whangarei District.","Serious Assault Not Resulting in Injury"
"2769",NA,"1/8/18",NA,110328,"Auckland.","Serious Assault Resulting in Injury"
"2770",NA,"1/8/18",NA,110333,"Kapiti Coast District.","Serious Assault Resulting in Injury"
"2771",NA,"1/8/18",NA,110339,"Auckland.","Common Assault"
"2772",NA,"1/8/18",NA,110344,"Hamilton City.","Common Assault"
"2773",NA,"1/8/18",NA,110349,"Auckland.","Common Assault"
"2774",NA,"1/8/18",NA,110354,"Whakatane District.","Common Assault"
"2775",NA,"1/8/18",NA,110359,"Marlborough District.","Common Assault"
"2776",NA,"1/8/18",NA,110361,"New Plymouth District.","Serious Assault Not Resulting in Injury"
"2777",NA,"1/8/18",NA,110366,"Auckland.","Serious Assault Not Resulting in Injury"
"2778",NA,"1/8/18",NA,110368,"Auckland.","Serious Assault Resulting in Injury"
"2779",NA,"1/8/18",NA,110374,"Auckland.","Common Assault"
"2780",NA,"1/8/18",NA,110381,"Selwyn District.","Serious Assault Not Resulting in Injury"
"2781",NA,"1/8/18",NA,110383,"Matamata-Piako District.","Serious Assault Resulting in Injury"
"2782",NA,"1/8/18",NA,110384,"Whangarei District.","Common Assault"
"2783",NA,"1/8/18",NA,110389,"Masterton District.","Common Assault"
"2784",NA,"1/8/18",NA,110394,"Hastings District.","Common Assault"
"2785",NA,"1/8/18",NA,110399,"Taupo District.","Common Assault"
"2786",NA,"1/8/18",NA,110404,"Auckland.","Common Assault"
"2787",NA,"1/8/18",NA,110409,"Invercargill City.","Common Assault"
"2788",NA,"1/8/18",NA,110411,"Rotorua District.","Serious Assault Not Resulting in Injury"
"2789",NA,"1/8/18",NA,110416,"Rotorua District.","Serious Assault Not Resulting in Injury"
"2790",NA,"1/8/18",NA,110418,"Gisborne District.","Serious Assault Resulting in Injury"
"2791",NA,"1/8/18",NA,110423,"Auckland.","Serious Assault Resulting in Injury"
"2792",NA,"1/8/18",NA,110455,"Christchurch City.","Aggravated Sexual Assault"
"2793",NA,"1/8/18",NA,110462,"Christchurch City.","Non-Aggravated Sexual Assault"
"2794",NA,"1/8/18",NA,110467,"Auckland.","Non-Aggravated Sexual Assault"
"2795",NA,"1/8/18",NA,110470,"Gisborne District.","Aggravated Sexual Assault"
"2796",NA,"1/8/18",NA,110472,"Wairoa District.","Non-Aggravated Sexual Assault"
"2797",NA,"1/11/18",NA,111793,"Auckland.","Serious Assault Resulting in Injury"
"2798",NA,"1/11/18",NA,111799,"Auckland.","Common Assault"
