"","Original.Index","date","ANZSOC.Group","Area.Unit","Meshblock","Territorial.Authority"
"851",43121,0001-03-17,"Serious Assault Not Resulting in Injury","Turangi.",1286200,"Taupo District."
"852",43124,0001-03-17,"Common Assault","Tauhoa-Puhoi.",146901,"Auckland."
"853",43129,0001-03-17,"Common Assault","Kirks.",2331500,"Nelson City."
"854",43131,0001-03-17,"Serious Assault Not Resulting in Injury","999999",-36,"Auckland."
"855",43136,0001-03-17,"Serious Assault Not Resulting in Injury","South Gore.",3057700,"Gore District."
"856",43141,0001-03-17,"Serious Assault Not Resulting in Injury","Eureka.",955202,"Waikato District."
"857",43144,0001-03-17,"Common Assault","Westmere.",396700,"Auckland."
"858",43151,0001-03-17,"Serious Assault Not Resulting in Injury","Tawhero.",1719200,"Wanganui District."
"859",43175,0001-03-17,"Aggravated Sexual Assault","Ohakune.",1677700,"Ruapehu District."
"860",43180,0001-03-17,"Aggravated Sexual Assault","Levin North.",1863600,"Horowhenua District."
"861",43185,0001-03-17,"Aggravated Sexual Assault","999999",-36,"Auckland."
"862",43190,0001-03-17,"Aggravated Sexual Assault","Upper Papamoa.",1206503,"Western Bay of Plenty District."
"863",43195,0001-03-17,"Aggravated Sexual Assault","Horahora.",105800,"Whangarei District."
"864",43434,0001-12-17,"Common Assault","Willis Street-Cambridge Terrace.",2136000,"Wellington City."
"865",43439,0001-12-17,"Common Assault","Puhinui South.",674200,"Auckland."
"866",43444,0001-12-17,"Common Assault","Wairoa.",1391000,"Wairoa District."
"867",43449,0001-12-17,"Common Assault","Lynmouth.",1583201,"New Plymouth District."
"868",43454,0001-12-17,"Common Assault","Struan Park.",1567500,"New Plymouth District."
"869",43459,0001-12-17,"Common Assault","Hawera North.",1641900,"South Taranaki District."
"870",43464,0001-12-17,"Common Assault","Grange.",696701,"Auckland."
"871",43466,0001-12-17,"Serious Assault Not Resulting in Injury","Maeroa.",904300,"Hamilton City."
"872",43471,0001-12-17,"Serious Assault Not Resulting in Injury","Waikanae West.",1883810,"Kapiti Coast District."
"873",43476,0001-12-17,"Serious Assault Not Resulting in Injury","Glenwood.",2775600,"Timaru District."
"874",43483,0001-12-17,"Serious Assault Resulting in Injury","Willis Street-Cambridge Terrace.",2133300,"Wellington City."
"875",43488,0001-12-17,"Serious Assault Resulting in Injury","Cambridge Central.",965200,"Waipa District."
"876",43493,0001-12-17,"Serious Assault Resulting in Injury","Adventure.",2072505,"Porirua City."
"877",43499,0001-12-17,"Common Assault","Cloustonville.",1916100,"Upper Hutt City."
"878",43504,0001-12-17,"Common Assault","Freemans Bay.",414900,"Auckland."
"879",43509,0001-12-17,"Common Assault","Pukete West.",907402,"Hamilton City."
"880",43514,0001-12-17,"Common Assault","Mt Wellington Domain.",478000,"Auckland."
"881",43519,0001-12-17,"Common Assault","Regent.",97000,"Whangarei District."
"882",43524,0001-12-17,"Common Assault","Middlemore.",786500,"Auckland."
"883",43529,0001-12-17,"Common Assault","Johnsonville Central.",2082500,"Wellington City."
"884",43536,0001-12-17,"Serious Assault Not Resulting in Injury","Dannevirke East.",1533300,"Tararua District."
"885",43541,0001-12-17,"Serious Assault Not Resulting in Injury","Te Rapa.",907401,"Hamilton City."
"886",43546,0001-12-17,"Serious Assault Not Resulting in Injury","Gisborne Central.",1371300,"Gisborne District."
"887",43548,0001-12-17,"Serious Assault Resulting in Injury","Ahuriri.",1418200,"Napier City."
"888",43553,0001-12-17,"Serious Assault Resulting in Injury","Solway North.",2231600,"Masterton District."
"889",43558,0001-12-17,"Serious Assault Resulting in Injury","Willis Street-Cambridge Terrace.",2132400,"Wellington City."
"890",43563,0001-12-17,"Serious Assault Resulting in Injury","Cannons Creek North.",2047702,"Porirua City."
"891",43569,0001-12-17,"Common Assault","St Leonards.",1487300,"Hastings District."
"892",43574,0001-12-17,"Common Assault","Point England.",477500,"Auckland."
"893",43579,0001-12-17,"Common Assault","Willis Street-Cambridge Terrace.",2133200,"Wellington City."
"894",43584,0001-12-17,"Common Assault","Cooks Gardens.",1699500,"Wanganui District."
"895",43591,0001-12-17,"Serious Assault Not Resulting in Injury","Hastings Central.",1488500,"Hastings District."
"896",43598,0001-12-17,"Serious Assault Resulting in Injury","Auckland Central West.",433101,"Auckland."
"897",43603,0001-12-17,"Serious Assault Resulting in Injury","Kuirau.",1235100,"Rotorua District."
"898",43604,0001-12-17,"Common Assault","Stuart St-Frederick St.",2903300,"Dunedin City."
"899",43609,0001-12-17,"Common Assault","Kaurilands.",292700,"Auckland."
"900",43614,0001-12-17,"Common Assault","Masterton East.",2239500,"Masterton District."
"901",43619,0001-12-17,"Common Assault","Whangarei Central.",101700,"Whangarei District."
"902",43621,0001-12-17,"Serious Assault Not Resulting in Injury","Auckland Central West.",435500,"Auckland."
"903",43626,0001-12-17,"Serious Assault Not Resulting in Injury","Elsdon-Takapuwahia.",2037500,"Porirua City."
"904",43633,0001-12-17,"Serious Assault Resulting in Injury","Putiki.",1688400,"Wanganui District."
"905",43639,0001-12-17,"Common Assault","Ruatoria.",1346402,"Gisborne District."
"906",43648,0001-12-17,"Serious Assault Resulting in Injury","Opotiki.",1340400,"Opotiki District."
"907",43654,0001-12-17,"Common Assault","Seaview.",2795000,"Timaru District."
"908",43659,0001-12-17,"Common Assault","Forbury.",2930100,"Dunedin City."
"909",43664,0001-12-17,"Common Assault","Auckland Central West.",433404,"Auckland."
"910",43671,0001-12-17,"Serious Assault Not Resulting in Injury","Otahuhu West.",783000,"Auckland."
"911",43678,0001-12-17,"Serious Assault Resulting in Injury","Insoll.",873800,"Hamilton City."
"912",43715,0001-12-17,"Aggravated Sexual Assault","Pakuranga Central.",686000,"Auckland."
"913",43717,0001-12-17,"Non-Aggravated Sexual Assault","Mt St John.",614801,"Auckland."
"914",43720,0001-12-17,"Aggravated Sexual Assault","Lucken Point.",224106,"Auckland."
"915",43722,0001-12-17,"Non-Aggravated Sexual Assault","Arakura.",2011200,"Lower Hutt City."
"916",43725,0001-12-17,"Aggravated Sexual Assault","Westown.",1575300,"New Plymouth District."
"917",43727,0001-12-17,"Non-Aggravated Sexual Assault","Caversham.",2914100,"Dunedin City."
"918",43732,0001-12-17,"Non-Aggravated Sexual Assault","Panmure Basin.",629204,"Auckland."
"919",43735,0001-12-17,"Aggravated Sexual Assault","Wharekaka.",1357302,"Gisborne District."
"920",43740,0001-12-17,"Aggravated Sexual Assault","Paparua.",2494600,"Christchurch City."
"921",44829,0001-12-17,"Common Assault","Willis Street-Cambridge Terrace.",2136000,"Wellington City."
"922",44834,0001-12-17,"Common Assault","Tauranga Central.",1164900,"Tauranga City."
"923",44839,0001-12-17,"Common Assault","Sunnybrae.",204500,"Auckland."
"924",44844,0001-12-17,"Common Assault","Roslyn South.",2907900,"Dunedin City."
"925",44846,0001-12-17,"Serious Assault Not Resulting in Injury","Auckland Central West.",433501,"Auckland."
"926",44848,0001-12-17,"Serious Assault Resulting in Injury","Dannemora.",711709,"Auckland."
"927",44854,0001-12-17,"Common Assault","Royal Heights.",224411,"Auckland."
"928",44859,0001-12-17,"Common Assault","Levin West.",1873400,"Horowhenua District."
"929",46634,0001-01-18,"Common Assault","Palmerston North Central.",1831400,"Palmerston North City."
"930",46639,0001-01-18,"Common Assault","Pirimai.",1448000,"Napier City."
"931",46649,0001-01-18,"Common Assault","Moera.",1962500,"Lower Hutt City."
"932",46654,0001-01-18,"Common Assault","Yatton Park.",1173200,"Tauranga City."
"933",46659,0001-01-18,"Common Assault","Hospital Hill.",1425300,"Napier City."
"934",46661,0001-01-18,"Serious Assault Not Resulting in Injury","Outer Kaiti.",1384500,"Gisborne District."
"935",46663,0001-01-18,"Serious Assault Resulting in Injury","Laird Park.",1702100,"Wanganui District."
"936",46668,0001-01-18,"Serious Assault Resulting in Injury","Naenae South.",1954000,"Lower Hutt City."
"937",46669,0001-01-18,"Common Assault","Merivale.",2674700,"Christchurch City."
"938",46679,0001-01-18,"Common Assault","Mornington.",2921500,"Dunedin City."
"939",46687,0001-01-18,"Non-Aggravated Sexual Assault","Favona South.",730719,"Auckland."
"940",47564,0001-07-17,"Common Assault","Mt Wellington South.",637500,"Auckland."
"941",47569,0001-07-17,"Common Assault","Whangarei Central.",100600,"Whangarei District."
"942",47574,0001-07-17,"Common Assault","Mt Wellington South.",637300,"Auckland."
"943",47579,0001-07-17,"Common Assault","Mangere Bridge.",724102,"Auckland."
"944",47581,0001-07-17,"Serious Assault Not Resulting in Injury","Sulphur Point.",1163002,"Tauranga City."
"945",47583,0001-07-17,"Serious Assault Resulting in Injury","Arataki.",1201300,"Tauranga City."
"946",47589,0001-07-17,"Common Assault","Henderson North.",239105,"Auckland."
"947",47594,0001-07-17,"Common Assault","Newton.",412100,"Auckland."
"948",47603,0001-07-17,"Serious Assault Resulting in Injury","Gisborne Central.",1370100,"Gisborne District."
"949",47604,0001-07-17,"Common Assault","Mt Maunganui North.",1202901,"Tauranga City."
"950",47609,0001-07-17,"Common Assault","Waimana.",1295900,"Whakatane District."
"951",47614,0001-07-17,"Common Assault","Alexandra.",3024000,"Central Otago District."
"952",47624,0001-07-17,"Common Assault","Kawakawa.",58000,"Far North District."
"953",47629,0001-07-17,"Common Assault","Wanaka.",3036000,"Queenstown-Lakes District."
"954",47633,0001-07-17,"Serious Assault Resulting in Injury","Takapuna Central.",327600,"Auckland."
"955",47634,0001-07-17,"Common Assault","Kaipara Coastal.",124700,"Kaipara District."
"956",47639,0001-07-17,"Common Assault","Nelson Airport.",2335801,"Nelson City."
"957",47641,0001-07-17,"Serious Assault Not Resulting in Injury","Royal Oak.",567300,"Auckland."
"958",47644,0001-07-17,"Common Assault","Matata.",1321500,"Whakatane District."
"959",47649,0001-07-17,"Common Assault","Shannon.",1860800,"Horowhenua District."
"960",47654,0001-07-17,"Common Assault","Manukau Central.",780204,"Auckland."
"961",47656,0001-07-17,"Serious Assault Not Resulting in Injury","Grafton West.",441501,"Auckland."
"962",47658,0001-07-17,"Serious Assault Resulting in Injury","Taita South.",1936200,"Lower Hutt City."
"963",47799,0001-01-18,"Common Assault","Willis Street-Cambridge Terrace.",2135900,"Wellington City."
"964",47804,0001-01-18,"Common Assault","Kawakawa.",57900,"Far North District."
"965",47809,0001-01-18,"Common Assault","Welcome Bay East.",1180201,"Tauranga City."
"966",47814,0001-01-18,"Common Assault","Cathedral Square.",2652200,"Christchurch City."
"967",47819,0001-01-18,"Common Assault","Weiti River.",175701,"Auckland."
"968",47821,0001-01-18,"Serious Assault Not Resulting in Injury","Kingdale.",230601,"Auckland."
"969",47826,0001-01-18,"Serious Assault Not Resulting in Injury","Mt Eden North.",542700,"Auckland."
"970",47828,0001-01-18,"Serious Assault Resulting in Injury","Aranui.",2575200,"Christchurch City."
"971",47833,0001-01-18,"Serious Assault Resulting in Injury","Melville.",928401,"Hamilton City."
"972",47834,0001-01-18,"Common Assault","Auckland Harbourside.",432400,"Auckland."
"973",47839,0001-01-18,"Common Assault","Te Hapara.",1368300,"Gisborne District."
"974",47844,0001-01-18,"Common Assault","Lake Horowhenua.",1856104,"Horowhenua District."
"975",47849,0001-01-18,"Common Assault","Allandale-Mokorua.",1308200,"Whakatane District."
"976",47854,0001-01-18,"Common Assault","Auckland Central West.",434000,"Auckland."
"977",47859,0001-01-18,"Common Assault","Kensington.",95000,"Whangarei District."
"978",47864,0001-01-18,"Common Assault","Grafton East.",442400,"Auckland."
"979",47871,0001-01-18,"Serious Assault Not Resulting in Injury","St Kilda Central.",2949900,"Dunedin City."
"980",47876,0001-01-18,"Serious Assault Not Resulting in Injury","Mt Holdsworth.",2265800,"Carterton District."
"981",47878,0001-01-18,"Serious Assault Resulting in Injury","Kuirau.",1232900,"Rotorua District."
"982",47883,0001-01-18,"Serious Assault Resulting in Injury","Auckland Central West.",434000,"Auckland."
"983",47888,0001-01-18,"Serious Assault Resulting in Injury","Mangere Station.",749800,"Auckland."
"984",47889,0001-01-18,"Common Assault","Camberley.",1478500,"Hastings District."
"985",47894,0001-01-18,"Common Assault","Mangere Bridge.",722502,"Auckland."
"986",47899,0001-01-18,"Common Assault","Kaiti South.",1385600,"Gisborne District."
"987",47904,0001-01-18,"Common Assault","Wiri.",780416,"Auckland."
"988",47909,0001-01-18,"Common Assault","Auckland Central East.",436100,"Auckland."
"989",47914,0001-01-18,"Common Assault","Weymouth West.",773813,"Auckland."
"990",47916,0001-01-18,"Serious Assault Not Resulting in Injury","Manurewa Central.",752100,"Auckland."
"991",47921,0001-01-18,"Serious Assault Not Resulting in Injury","Wiri.",780501,"Auckland."
"992",47923,0001-01-18,"Serious Assault Resulting in Injury","Tamaki.",634200,"Auckland."
"993",47928,0001-01-18,"Serious Assault Resulting in Injury","Paeroa.",1071300,"Hauraki District."
"994",47933,0001-01-18,"Serious Assault Resulting in Injury","Glen Eden East.",285302,"Auckland."
"995",47934,0001-01-18,"Common Assault","Kowhai Park.",1692900,"Wanganui District."
"996",47939,0001-01-18,"Common Assault","Cathedral Square.",2649300,"Christchurch City."
"997",47944,0001-01-18,"Common Assault","Auckland Harbourside.",437903,"Auckland."
"998",47949,0001-01-18,"Common Assault","Russell.",56700,"Far North District."
"999",47954,0001-01-18,"Common Assault","Bledisloe Park.",822800,"Auckland."
"1000",47959,0001-01-18,"Common Assault","Seatoun Tunnel West.",2213000,"Wellington City."
"1001",47966,0001-01-18,"Serious Assault Not Resulting in Injury","Newton.",412100,"Auckland."
"1002",47971,0001-01-18,"Serious Assault Not Resulting in Injury","Mahia.",1400501,"Wairoa District."
"1003",47973,0001-01-18,"Serious Assault Resulting in Injury","Huntly East.",942600,"Waikato District."
"1004",47978,0001-01-18,"Serious Assault Resulting in Injury","Papatoetoe Central.",663600,"Auckland."
"1005",47983,0001-01-18,"Serious Assault Resulting in Injury","Mangakino.",1289900,"Taupo District."
"1006",47989,0001-01-18,"Common Assault","Greenmount.",711809,"Auckland."
"1007",47994,0001-01-18,"Common Assault","Manukau Central.",781200,"Auckland."
"1008",47999,0001-01-18,"Common Assault","Roslyn.",1840000,"Palmerston North City."
"1009",48004,0001-01-18,"Common Assault","Henderson South.",242502,"Auckland."
"1010",48006,0001-01-18,"Serious Assault Not Resulting in Injury","Kilbirnie West-Hataitai South.",2179600,"Wellington City."
"1011",48011,0001-01-18,"Serious Assault Not Resulting in Injury","Caversham.",2911600,"Dunedin City."
"1012",48013,0001-01-18,"Serious Assault Resulting in Injury","Rowandale.",775808,"Auckland."
"1013",48018,0001-01-18,"Serious Assault Resulting in Injury","Hastings Central.",1492500,"Hastings District."
"1014",48024,0001-01-18,"Common Assault","Hastings Central.",1490600,"Hastings District."
"1015",48029,0001-01-18,"Common Assault","Porritt.",875000,"Hamilton City."
"1016",48034,0001-01-18,"Common Assault","Papakura East.",798902,"Auckland."
"1017",48039,0001-01-18,"Common Assault","Strowan.",2670200,"Christchurch City."
"1018",48041,0001-01-18,"Serious Assault Not Resulting in Injury","Kawerau.",1326107,"Kawerau District."
"1019",48046,0001-01-18,"Serious Assault Not Resulting in Injury","Huntly East.",943900,"Waikato District."
"1020",48048,0001-01-18,"Serious Assault Resulting in Injury","Waipawa.",1517000,"Central Hawke's Bay District."
"1021",48053,0001-01-18,"Serious Assault Resulting in Injury","Tamaki.",630700,"Auckland."
"1022",48054,0001-01-18,"Common Assault","Clevedon.",764300,"Auckland."
"1023",48063,0001-01-18,"Serious Assault Resulting in Injury","Onekawa South.",1441300,"Napier City."
"1024",48069,0001-01-18,"Common Assault","New Brighton.",2559600,"Christchurch City."
"1025",48074,0001-01-18,"Common Assault","Tauranga Central.",1163100,"Tauranga City."
