"","month","year","Event","Area.Unit","Meshblock","Territorial.Authority","Alert.Level","Location","No"
"3724","5","19","Common Assault","Nelson Airport.",2336002,"Nelson City.",2,"Tasman/ South-West Coast",NA
"3725","5","19","Common Assault","Porirua Central.",2052500,"Porirua City.",2,"Wellington/ Lower-Central North",NA
"3726","5","19","Serious Assault Not Resulting in Injury","Roberton.",382300,"Auckland.",2,"Auckland",NA
"3727","5","19","Serious Assault Resulting in Injury","Stuart St-Frederick St.",2903100,"Dunedin City.",2,"Southland/ Otago",NA
"3728","5","19","Common Assault","Glendene North.",276006,"Auckland.",2,"Auckland",NA
"3729","5","19","Serious Assault Not Resulting in Injury","Judea.",1162501,"Tauranga City.",2,"Bay Of Plenty",NA
"3730","5","19","Common Assault","Surrey Crescent.",406000,"Auckland.",2,"Auckland",NA
"3731","5","19","Common Assault","Washington.",2327609,"Nelson City.",2,"Tasman/ South-West Coast",NA
"3732","5","19","Serious Assault Not Resulting in Injury","Riverlea.",883900,"Hamilton City.",2,"Waikato",NA
"3733","5","19","Common Assault","Moanataiari.",1052200,"Thames-Coromandel District.",2,"Waikato",NA
"3734","5","19","Serious Assault Not Resulting in Injury","Kaitemako.",1179903,"Tauranga City.",2,"Bay Of Plenty",NA
"3735","5","19","Aggravated Sexual Assault","Witherlea.",2307302,"Marlborough District.",2,"Tasman/ South-West Coast",NA
"3736","5","19","Aggravated Sexual Assault","Auckland Central West.",434701,"Auckland.",2,"Auckland",NA
"3737","5","19","Aggravated Sexual Assault","999999",-57,"Auckland.",2,"Auckland",NA
"3738","5","19","Aggravated Sexual Assault","999999",-258,"Hastings District.",2,"Hawkes Bay/ Gisborne",NA
"3856","7","19","Common Assault","Hamilton Central.",911800,"Hamilton City.",1,"Waikato",NA
"3857","7","19","Common Assault","Palmerston North Central.",1827700,"Palmerston North City.",1,"West Coast/ Upper-Central North",NA
"3858","7","19","Serious Assault Resulting in Injury","Kaikoura Township.",2312000,"Kaikoura District.",1,"Canterbury",NA
"3859","7","19","Common Assault","New Lynn North.",266900,"Auckland.",1,"Auckland",NA
"3860","7","19","Common Assault","Otakaro Park.",3108500,"Invercargill City.",1,"Southland/ Otago",NA
"3861","7","19","Serious Assault Not Resulting in Injury","Fairy Springs.",1220700,"Rotorua District.",1,"Bay Of Plenty",NA
"3862","7","19","Common Assault","Trafalgar.",2320100,"Nelson City.",1,"Tasman/ South-West Coast",NA
"3863","7","19","Common Assault","Parkway.",2016600,"Lower Hutt City.",1,"Wellington/ Lower-Central North",NA
"3864","7","19","Common Assault","Upper Hutt Central.",1906100,"Upper Hutt City.",1,"Wellington/ Lower-Central North",NA
"3865","7","19","Serious Assault Not Resulting in Injury","Moanataiari.",1051100,"Thames-Coromandel District.",1,"Waikato",NA
"3866","7","19","Serious Assault Resulting in Injury","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"3867","7","19","Common Assault","Westport Urban.",2391400,"Buller District.",1,"Tasman/ South-West Coast",NA
"3868","7","19","Common Assault","Kaitaia West.",12902,"Far North District.",1,"Northland",NA
"3869","7","19","Serious Assault Resulting in Injury","Auckland Central West.",434000,"Auckland.",1,"Auckland",NA
"3870","7","19","Common Assault","Arataki.",1201300,"Tauranga City.",1,"Bay Of Plenty",NA
"3871","7","19","Common Assault","Glenfield North.",196700,"Auckland.",1,"Auckland",NA
"3872","7","19","Common Assault","Fernhill.",2895600,"Dunedin City.",1,"Southland/ Otago",NA
"3873","7","19","Common Assault","Orana Park.",2843600,"Waitaki District.",1,"Canterbury",NA
"3874","7","19","Common Assault","Victoria.",1236500,"Rotorua District.",1,"Bay Of Plenty",NA
"3875","7","19","Serious Assault Resulting in Injury","Nelson Park.",1429500,"Napier City.",1,"Hawkes Bay/ Gisborne",NA
"3876","7","19","Common Assault","Otakaro Park.",3108000,"Invercargill City.",1,"Southland/ Otago",NA
"3877","7","19","Common Assault","Onekawa West.",1426500,"Napier City.",1,"Hawkes Bay/ Gisborne",NA
"3878","7","19","Non-Aggravated Sexual Assault","Plimmerton.",2067000,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"3879","7","19","Aggravated Sexual Assault","St Marys.",426108,"Auckland.",1,"Auckland",NA
"3999","6","19","Common Assault","Papakura North.",791300,"Auckland.",1,"Auckland",NA
"4000","6","19","Serious Assault Not Resulting in Injury","Riccarton.",2472900,"Christchurch City.",1,"Canterbury",NA
"4001","6","19","Serious Assault Resulting in Injury","Otaki.",1881200,"Kapiti Coast District.",1,"Wellington/ Lower-Central North",NA
"4002","6","19","Common Assault","Willis Street-Cambridge Terrace.",2133300,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"4003","6","19","Serious Assault Resulting in Injury","Mascot.",742101,"Auckland.",1,"Auckland",NA
"4004","6","19","Common Assault","Tauranga Central.",1164000,"Tauranga City.",1,"Bay Of Plenty",NA
"4005","6","19","Common Assault","Mangere South.",727200,"Auckland.",1,"Auckland",NA
"4006","6","19","Common Assault","Burnside.",2518400,"Christchurch City.",1,"Canterbury",NA
"4007","6","19","Serious Assault Resulting in Injury","Cambridge West.",963200,"Waipa District.",1,"Waikato",NA
"4008","6","19","Common Assault","Auckland Harbourside.",438103,"Auckland.",1,"Auckland",NA
"4009","6","19","Common Assault","Newmarket.",450901,"Auckland.",1,"Auckland",NA
"4010","6","19","Common Assault","Gisborne Central.",1371300,"Gisborne District.",1,"Hawkes Bay/ Gisborne",NA
"4011","6","19","Serious Assault Not Resulting in Injury","Cathedral Square.",2649300,"Christchurch City.",1,"Canterbury",NA
"4012","6","19","Serious Assault Resulting in Injury","Spreydon.",2643600,"Christchurch City.",1,"Canterbury",NA
"4013","6","19","Serious Assault Resulting in Injury","Lynnmall.",266200,"Auckland.",1,"Auckland",NA
"4014","6","19","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"4015","6","19","Common Assault","Newton.",412700,"Auckland.",1,"Auckland",NA
"4016","6","19","Serious Assault Resulting in Injury","Levin West.",1873600,"Horowhenua District.",1,"Wellington/ Lower-Central North",NA
"4017","6","19","Common Assault","Levin West.",1871300,"Horowhenua District.",1,"Wellington/ Lower-Central North",NA
"4018","6","19","Common Assault","Hamilton East.",894200,"Hamilton City.",1,"Waikato",NA
"4019","6","19","Serious Assault Not Resulting in Injury","Te Rapa.",907500,"Hamilton City.",1,"Waikato",NA
"4020","6","19","Common Assault","Porirua Central.",2052500,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"4091","5","19","Common Assault","Hastings Central.",1491200,"Hastings District.",2,"Hawkes Bay/ Gisborne",NA
"4092","5","19","Common Assault","Lynnmall.",265002,"Auckland.",2,"Auckland",NA
"4093","5","19","Serious Assault Not Resulting in Injury","Kawerau.",1315400,"Kawerau District.",2,"Bay Of Plenty",NA
"4094","5","19","Serious Assault Resulting in Injury","Highbrook.",711301,"Auckland.",2,"Auckland",NA
"4095","5","19","Common Assault","Flaxmere East.",1473700,"Hastings District.",2,"Hawkes Bay/ Gisborne",NA
"4096","5","19","Serious Assault Resulting in Injury","Raupunga.",1392800,"Wairoa District.",2,"Hawkes Bay/ Gisborne",NA
"4097","5","19","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",2,"Wellington/ Lower-Central North",NA
"4098","5","19","Common Assault","Vinetown.",98300,"Whangarei District.",2,"Northland",NA
"4099","5","19","Common Assault","Manukau Central.",780204,"Auckland.",2,"Auckland",NA
"4100","5","19","Serious Assault Not Resulting in Injury","Otumoetai North.",1154601,"Tauranga City.",2,"Bay Of Plenty",NA
"4101","5","19","Serious Assault Resulting in Injury","Henderson North.",239900,"Auckland.",2,"Auckland",NA
"4102","5","19","Common Assault","Ahuriri.",1419400,"Napier City.",2,"Hawkes Bay/ Gisborne",NA
"4103","5","19","Common Assault","Trafalgar.",2319000,"Nelson City.",2,"Tasman/ South-West Coast",NA
"4104","5","19","Serious Assault Resulting in Injury","Target Road.",183800,"Auckland.",2,"Auckland",NA
"4105","5","19","Common Assault","Marchwiel.",2784300,"Timaru District.",2,"Canterbury",NA
"4106","5","19","Common Assault","Queenstown Hill.",3033700,"Queenstown-Lakes District.",2,"Southland/ Otago",NA
"4107","5","19","Common Assault","Tauranga Central.",1163200,"Tauranga City.",2,"Bay Of Plenty",NA
"4108","5","19","Common Assault","Takanini South.",765700,"Auckland.",2,"Auckland",NA
"4109","5","19","Serious Assault Not Resulting in Injury","Palm Beach.",1205015,"Tauranga City.",2,"Bay Of Plenty",NA
"4110","5","19","Common Assault","Pukekohe North.",818500,"Auckland.",2,"Auckland",NA
"4111","5","19","Common Assault","Willis Street-Cambridge Terrace.",2131800,"Wellington City.",2,"Wellington/ Lower-Central North",NA
"4282","7","19","Common Assault","Kilbirnie East.",2177500,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"4283","7","19","Common Assault","Papatoetoe Central.",664900,"Auckland.",1,"Auckland",NA
"4284","7","19","Serious Assault Not Resulting in Injury","Taiaroa-Cape Saunders.",2944800,"Dunedin City.",1,"Southland/ Otago",NA
"4285","7","19","Common Assault","-29",-29,"Auckland.",1,"Auckland",NA
"4286","7","19","Serious Assault Not Resulting in Injury","Hamilton Lake.",930500,"Hamilton City.",1,"Waikato",NA
"4287","7","19","Common Assault","Maungaraki.",1921304,"Lower Hutt City.",1,"Wellington/ Lower-Central North",NA
"4288","7","19","Common Assault","Auckland Central East.",436600,"Auckland.",1,"Auckland",NA
"4289","7","19","Serious Assault Not Resulting in Injury","Westport Urban.",2389400,"Buller District.",1,"Tasman/ South-West Coast",NA
"4290","7","19","Serious Assault Resulting in Injury","Kingsley-Chatham.",1473806,"Hastings District.",1,"Hawkes Bay/ Gisborne",NA
"4291","7","19","Common Assault","Hornby South.",2489600,"Christchurch City.",1,"Canterbury",NA
"4292","7","19","Common Assault","Gisborne Central.",1370700,"Gisborne District.",1,"Hawkes Bay/ Gisborne",NA
"4293","7","19","Serious Assault Not Resulting in Injury","Motueka West.",2380100,"Tasman District.",1,"Tasman/ South-West Coast",NA
"4294","7","19","Serious Assault Resulting in Injury","Moturoa.",1586100,"New Plymouth District.",1,"West Coast/ Upper-Central North",NA
"4295","7","19","Common Assault","Tauranga Central.",1164700,"Tauranga City.",1,"Bay Of Plenty",NA
"4296","7","19","Common Assault","Brookfield.",1161002,"Tauranga City.",1,"Bay Of Plenty",NA
"4297","7","19","Serious Assault Not Resulting in Injury","Henderson North.",239501,"Auckland.",1,"Auckland",NA
"4298","7","19","Serious Assault Not Resulting in Injury","Lincoln.",2718800,"Selwyn District.",1,"Canterbury",NA
"4299","7","19","Serious Assault Not Resulting in Injury","Kaniere.",2421202,"Westland District.",1,"Tasman/ South-West Coast",NA
"4300","7","19","Aggravated Sexual Assault","Grampians.",2324800,"Nelson City.",1,"Tasman/ South-West Coast",NA
"4301","7","19","Aggravated Sexual Assault","999999",-274,"Lower Hutt City.",1,"Wellington/ Lower-Central North",NA
"4302","7","19","Aggravated Sexual Assault","Trident.",1310900,"Whakatane District.",1,"Bay Of Plenty",NA
"4303","7","19","Aggravated Sexual Assault","Mararoa River.",3172700,"Southland District.",1,"Southland/ Otago",NA
"4379","6","19","Common Assault","Freemans Bay.",416600,"Auckland.",1,"Auckland",NA
"4380","6","19","Common Assault","Glenfield Central.",200000,"Auckland.",1,"Auckland",NA
"4381","6","19","Common Assault","Hokowhitu East.",1848000,"Palmerston North City.",1,"West Coast/ Upper-Central North",NA
"4382","6","19","Common Assault","Willis Street-Cambridge Terrace.",2135600,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"4383","6","19","Common Assault","Grafton East.",442400,"Auckland.",1,"Auckland",NA
"4384","6","19","Serious Assault Not Resulting in Injury","Paraparaumu Central.",2003709,"Kapiti Coast District.",1,"Wellington/ Lower-Central North",NA
"4385","6","19","Serious Assault Resulting in Injury","Tauranga Central.",1163900,"Tauranga City.",1,"Bay Of Plenty",NA
"4386","6","19","Serious Assault Resulting in Injury","Tauranga Central.",1163300,"Tauranga City.",1,"Bay Of Plenty",NA
"4387","6","19","Common Assault","Ashburton Central East.",2729500,"Ashburton District.",1,"Canterbury",NA
"4388","6","19","Common Assault","Sandringham West.",541300,"Auckland.",1,"Auckland",NA
"4389","6","19","Common Assault","Paparua.",2494500,"Christchurch City.",1,"Canterbury",NA
"4390","6","19","Common Assault","Broomfield.",2489002,"Christchurch City.",1,"Canterbury",NA
"4391","6","19","Common Assault","Northcote.",2664100,"Christchurch City.",1,"Canterbury",NA
"4392","6","19","Serious Assault Not Resulting in Injury","Queenstown Hill.",3033800,"Queenstown-Lakes District.",1,"Southland/ Otago",NA
"4393","6","19","Serious Assault Not Resulting in Injury","Lambton.",2129700,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"4394","6","19","Serious Assault Not Resulting in Injury","Mascot.",741301,"Auckland.",1,"Auckland",NA
"4395","6","19","Serious Assault Resulting in Injury","Sandringham West.",540002,"Auckland.",1,"Auckland",NA
"4396","6","19","Serious Assault Resulting in Injury","Swarbrick.",919400,"Hamilton City.",1,"Waikato",NA
"4397","6","19","Common Assault","Huntly East.",942701,"Waikato District.",1,"Waikato",NA
"4398","6","19","Common Assault","Mt Maunganui North.",1196700,"Tauranga City.",1,"Bay Of Plenty",NA
"4399","6","19","Common Assault","Hagley Park.",2678500,"Christchurch City.",1,"Canterbury",NA
"4400","6","19","Common Assault","Auckland Central East.",437702,"Auckland.",1,"Auckland",NA
"4401","6","19","Serious Assault Not Resulting in Injury","Papakowhai North.",2056904,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"4402","6","19","Serious Assault Not Resulting in Injury","New Brighton.",2559000,"Christchurch City.",1,"Canterbury",NA
"4403","6","19","Serious Assault Resulting in Injury","Waipukurau.",1520800,"Central Hawke's Bay District.",1,"Hawkes Bay/ Gisborne",NA
"4404","6","19","Serious Assault Resulting in Injury","Parkside.",2798700,"Timaru District.",1,"Canterbury",NA
"4405","6","19","Serious Assault Resulting in Injury","Raroa.",2086710,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"4406","6","19","Common Assault","Willis Street-Cambridge Terrace.",2135800,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"4407","6","19","Common Assault","Milson.",1838600,"Palmerston North City.",1,"West Coast/ Upper-Central North",NA
"4408","6","19","Common Assault","Woburn North.",1964400,"Lower Hutt City.",1,"Wellington/ Lower-Central North",NA
"4409","6","19","Common Assault","Hagley Park.",2678500,"Christchurch City.",1,"Canterbury",NA
"4410","6","19","Serious Assault Not Resulting in Injury","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"4411","6","19","Serious Assault Not Resulting in Injury","St Lukes North.",405400,"Auckland.",1,"Auckland",NA
"4412","6","19","Serious Assault Resulting in Injury","Auckland Central West.",435802,"Auckland.",1,"Auckland",NA
"4413","6","19","Serious Assault Resulting in Injury","Porirua Central.",2053104,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"4414","6","19","Serious Assault Resulting in Injury","Putaruru.",1130200,"South Waikato District.",1,"Waikato",NA
"4415","6","19","Common Assault","Onehunga South East.",602402,"Auckland.",1,"Auckland",NA
"4416","6","19","Common Assault","Hagley Park.",2678500,"Christchurch City.",1,"Canterbury",NA
"4417","6","19","Common Assault","Palmerston North Central.",1827900,"Palmerston North City.",1,"West Coast/ Upper-Central North",NA
"4418","6","19","Common Assault","Frankleigh.",1573400,"New Plymouth District.",1,"West Coast/ Upper-Central North",NA
"4419","6","19","Serious Assault Not Resulting in Injury","Ngaruawahia.",858500,"Waikato District.",1,"Waikato",NA
"4420","6","19","Serious Assault Not Resulting in Injury","Springs Flat.",63801,"Whangarei District.",1,"Northland",NA
"4421","6","19","Serious Assault Resulting in Injury","Orewa.",171500,"Auckland.",1,"Auckland",NA
"4422","6","19","Serious Assault Resulting in Injury","Walmsley.",576900,"Auckland.",1,"Auckland",NA
"4423","6","19","Serious Assault Resulting in Injury","Motueka East.",2372803,"Tasman District.",1,"Tasman/ South-West Coast",NA
"4424","6","19","Common Assault","Strathmore.",1146700,"South Waikato District.",1,"Waikato",NA
"4425","6","19","Common Assault","Highbury.",1818800,"Palmerston North City.",1,"West Coast/ Upper-Central North",NA
"4426","6","19","Common Assault","Hutt Central.",1965500,"Lower Hutt City.",1,"Wellington/ Lower-Central North",NA
"4427","6","19","Serious Assault Not Resulting in Injury","Auckland Central East.",437102,"Auckland.",1,"Auckland",NA
"4428","6","19","Serious Assault Not Resulting in Injury","Te Rapa.",907900,"Hamilton City.",1,"Waikato",NA
"4429","6","19","Serious Assault Resulting in Injury","Hamilton Central.",911700,"Hamilton City.",1,"Waikato",NA
"4430","6","19","Serious Assault Resulting in Injury","Victoria.",1236600,"Rotorua District.",1,"Bay Of Plenty",NA
"4431","6","19","Common Assault","Ashhurst.",1757200,"Palmerston North City.",1,"West Coast/ Upper-Central North",NA
"4432","6","19","Serious Assault Not Resulting in Injury","Elderslea.",1888100,"Upper Hutt City.",1,"Wellington/ Lower-Central North",NA
"4433","6","19","Serious Assault Resulting in Injury","Camberley.",1479300,"Hastings District.",1,"Hawkes Bay/ Gisborne",NA
"4434","6","19","Common Assault","Papatawa.",1543000,"Tararua District.",1,"Wellington/ Lower-Central North",NA
"4435","6","19","Common Assault","Hillmorton.",2631703,"Christchurch City.",1,"Canterbury",NA
"4436","6","19","Common Assault","Mclean Park.",1432100,"Napier City.",1,"Hawkes Bay/ Gisborne",NA
"4437","6","19","Common Assault","Stuart St-Frederick St.",2901000,"Dunedin City.",1,"Southland/ Otago",NA
"4438","6","19","Serious Assault Not Resulting in Injury","Waitara West.",1546700,"New Plymouth District.",1,"West Coast/ Upper-Central North",NA
"4439","6","19","Serious Assault Not Resulting in Injury","Grange.",696701,"Auckland.",1,"Auckland",NA
"4440","6","19","Serious Assault Not Resulting in Injury","Saxton.",2359407,"Nelson City.",1,"Tasman/ South-West Coast",NA
"4441","6","19","Serious Assault Resulting in Injury","Kelston Central.",271700,"Auckland.",1,"Auckland",NA
"4442","6","19","Serious Assault Resulting in Injury","Greymouth Central.",2406500,"Grey District.",1,"Tasman/ South-West Coast",NA
"4443","6","19","Aggravated Sexual Assault","Te Kauwhata.",938500,"Waikato District.",1,"Waikato",NA
"4444","6","19","Non-Aggravated Sexual Assault","Mclean Park.",1433100,"Napier City.",1,"Hawkes Bay/ Gisborne",NA
"4445","6","19","Aggravated Sexual Assault","Tikipunga West.",86500,"Whangarei District.",1,"Northland",NA
"4446","6","19","Aggravated Sexual Assault","Palmerston North Central.",1831300,"Palmerston North City.",1,"West Coast/ Upper-Central North",NA
"4447","6","19","Non-Aggravated Sexual Assault","Vauxhall.",2939501,"Dunedin City.",1,"Southland/ Otago",NA
"4448","6","19","Aggravated Sexual Assault","Sockburn.",2480000,"Christchurch City.",1,"Canterbury",NA
"4449","6","19","Aggravated Sexual Assault","Nelson Park.",1429200,"Napier City.",1,"Hawkes Bay/ Gisborne",NA
"4501","5","18","Common Assault","Rehia-Oneriri.",133200,"Kaipara District.",2,"Northland",NA
"4502","5","18","Serious Assault Resulting in Injury","Rongomai.",712902,"Auckland.",2,"Auckland",NA
"4503","5","18","Common Assault","Strathern.",3146300,"Invercargill City.",2,"Southland/ Otago",NA
"4504","5","18","Serious Assault Resulting in Injury","Kilbirnie East.",2178102,"Wellington City.",2,"Wellington/ Lower-Central North",NA
"4505","5","18","Common Assault","Sherenden-Puketapu.",1409000,"Hastings District.",2,"Hawkes Bay/ Gisborne",NA
"4506","5","18","Serious Assault Not Resulting in Injury","Ferndale.",642802,"Auckland.",2,"Auckland",NA
"4507","6","19","Serious Assault Not Resulting in Injury","Point Chevalier South.",391200,"Auckland.",1,"Auckland",NA
"4508","6","19","Serious Assault Resulting in Injury","Hospital Hill.",1420600,"Napier City.",1,"Hawkes Bay/ Gisborne",NA
"4509","6","19","Common Assault","Willis Street-Cambridge Terrace.",2136000,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"4510","6","19","Serious Assault Not Resulting in Injury","Otakiri.",1300400,"Whakatane District.",1,"Bay Of Plenty",NA
"4511","6","19","Common Assault","Ohakune.",1676200,"Ruapehu District.",1,"West Coast/ Upper-Central North",NA
"4512","6","19","Common Assault","Lynfield North.",586600,"Auckland.",1,"Auckland",NA
"4513","6","19","Serious Assault Not Resulting in Injury","Riccarton.",2474902,"Christchurch City.",1,"Canterbury",NA
"4514","6","19","Serious Assault Not Resulting in Injury","Glenholme East.",1241200,"Rotorua District.",1,"Bay Of Plenty",NA
"4515","6","19","Serious Assault Resulting in Injury","Mangapapa.",1377800,"Gisborne District.",1,"Hawkes Bay/ Gisborne",NA
"4516","6","19","Common Assault","Ngaruawahia.",855702,"Waikato District.",1,"Waikato",NA
"4517","6","19","Common Assault","Sockburn.",2479200,"Christchurch City.",1,"Canterbury",NA
"4518","6","19","Serious Assault Not Resulting in Injury","Kawerau.",1315300,"Kawerau District.",1,"Bay Of Plenty",NA
"4519","6","19","Serious Assault Not Resulting in Injury","Laingholm.",302204,"Auckland.",1,"Auckland",NA
"4520","6","19","Common Assault","Glenholme West.",1239200,"Rotorua District.",1,"Bay Of Plenty",NA
"4521","6","19","Serious Assault Not Resulting in Injury","Arahanga.",737600,"Auckland.",1,"Auckland",NA
"4522","6","19","Common Assault","Hamilton Central.",912400,"Hamilton City.",1,"Waikato",NA
"4523","6","19","Common Assault","Linwood North.",2613000,"Christchurch City.",1,"Canterbury",NA
"4524","6","19","Serious Assault Not Resulting in Injury","Rangiora North.",2442300,"Waimakariri District.",1,"Canterbury",NA
"4525","6","19","Common Assault","Ascot Park.",2057800,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"4526","6","19","Aggravated Sexual Assault","Caversham.",2914800,"Dunedin City.",1,"Southland/ Otago",NA
"4527","6","19","Aggravated Sexual Assault","999999",-210,"Wanganui District.",1,"West Coast/ Upper-Central North",NA
"4528","6","19","Aggravated Sexual Assault","Maraenui.",1445600,"Napier City.",1,"Hawkes Bay/ Gisborne",NA
"4529","6","19","Aggravated Sexual Assault","Palmerston North Central.",1830500,"Palmerston North City.",1,"West Coast/ Upper-Central North",NA
"4530","7","19","Common Assault","Otakaro Park.",3107000,"Invercargill City.",1,"Southland/ Otago",NA
"4531","7","19","Common Assault","Linwood.",2609000,"Christchurch City.",1,"Canterbury",NA
"4532","7","19","Common Assault","Turangi.",1285200,"Taupo District.",1,"Waikato",NA
"4533","7","19","Common Assault","New Plymouth Central.",1594500,"New Plymouth District.",1,"West Coast/ Upper-Central North",NA
"4534","7","19","Serious Assault Not Resulting in Injury","Mosgiel East.",2964500,"Dunedin City.",1,"Southland/ Otago",NA
"4535","7","19","Serious Assault Not Resulting in Injury","Wairarapa.",2517200,"Christchurch City.",1,"Canterbury",NA
"4536","7","19","Serious Assault Resulting in Injury","Strathmore Park.",2214600,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"4537","7","19","Common Assault","Auckland Central West.",434000,"Auckland.",1,"Auckland",NA
"4538","7","19","Common Assault","Wanganui Collegiate.",1721301,"Wanganui District.",1,"West Coast/ Upper-Central North",NA
"4539","7","19","Common Assault","Auckland Central East.",436100,"Auckland.",1,"Auckland",NA
"4540","7","19","Common Assault","Takapuna Central.",327000,"Auckland.",1,"Auckland",NA
"4541","7","19","Serious Assault Not Resulting in Injury","Matamata South.",1120700,"Matamata-Piako District.",1,"Waikato",NA
"4542","7","19","Serious Assault Not Resulting in Injury","Amisfield.",1144700,"South Waikato District.",1,"Waikato",NA
"4543","7","19","Serious Assault Resulting in Injury","Kawerau.",1314000,"Kawerau District.",1,"Bay Of Plenty",NA
"4544","7","19","Serious Assault Resulting in Injury","Papatoetoe West.",659400,"Auckland.",1,"Auckland",NA
"4545","7","19","Serious Assault Resulting in Injury","Palm Beach.",1205012,"Tauranga City.",1,"Bay Of Plenty",NA
"4546","7","19","Common Assault","Willis Street-Cambridge Terrace.",2135700,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"4547","7","19","Common Assault","Lower Aramoho.",1709200,"Wanganui District.",1,"West Coast/ Upper-Central North",NA
"4548","7","19","Common Assault","Lynnmall.",265800,"Auckland.",1,"Auckland",NA
"4549","7","19","Common Assault","Te Hapara.",1367801,"Gisborne District.",1,"Hawkes Bay/ Gisborne",NA
"4550","7","19","Common Assault","Viscount.",738401,"Auckland.",1,"Auckland",NA
"4551","7","19","Common Assault","Paparua.",2494600,"Christchurch City.",1,"Canterbury",NA
"4552","7","19","Serious Assault Not Resulting in Injury","New Plymouth Central.",1590700,"New Plymouth District.",1,"West Coast/ Upper-Central North",NA
"4553","7","19","Serious Assault Resulting in Injury","Stuart St-Frederick St.",2903200,"Dunedin City.",1,"Southland/ Otago",NA
"4554","7","19","Serious Assault Resulting in Injury","Mt Albert Central.",527600,"Auckland.",1,"Auckland",NA
"4555","7","19","Serious Assault Resulting in Injury","Tamarau.",1384902,"Gisborne District.",1,"Hawkes Bay/ Gisborne",NA
"4556","7","19","Common Assault","Auckland Central East.",437600,"Auckland.",1,"Auckland",NA
"4557","7","19","Common Assault","Papatoetoe Central.",663600,"Auckland.",1,"Auckland",NA
"4558","7","19","Common Assault","Hagley Park.",2678500,"Christchurch City.",1,"Canterbury",NA
"4559","7","19","Common Assault","Waikowhai West.",588600,"Auckland.",1,"Auckland",NA
"4560","7","19","Serious Assault Not Resulting in Injury","Makakaho.",1678800,"South Taranaki District.",1,"West Coast/ Upper-Central North",NA
"4561","7","19","Serious Assault Not Resulting in Injury","Hutt Central.",1965800,"Lower Hutt City.",1,"Wellington/ Lower-Central North",NA
"4562","7","19","Serious Assault Resulting in Injury","Lambton.",2125800,"Wellington City.",1,"Wellington/ Lower-Central North",NA
"4563","7","19","Serious Assault Resulting in Injury","St Heliers.",509300,"Auckland.",1,"Auckland",NA
"4564","7","19","Serious Assault Resulting in Injury","Tahekeroa.",177803,"Auckland.",1,"Auckland",NA
"4565","7","19","Serious Assault Resulting in Injury","Akina.",1503201,"Hastings District.",1,"Hawkes Bay/ Gisborne",NA
"4566","7","19","Common Assault","Porirua Central.",2052500,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"4567","7","19","Common Assault","Stratford East.",1612700,"Stratford District.",1,"West Coast/ Upper-Central North",NA
"4568","7","19","Common Assault","Westown.",1574900,"New Plymouth District.",1,"West Coast/ Upper-Central North",NA
"4569","7","19","Serious Assault Not Resulting in Injury","Wairoa.",1391000,"Wairoa District.",1,"Hawkes Bay/ Gisborne",NA
"4570","7","19","Serious Assault Resulting in Injury","Clarkin.",870100,"Hamilton City.",1,"Waikato",NA
"4571","7","19","Common Assault","Auckland Central East.",436100,"Auckland.",1,"Auckland",NA
"4572","7","19","Common Assault","Henderson South.",244600,"Auckland.",1,"Auckland",NA
"4573","7","19","Common Assault","Featherston.",2268601,"South Wairarapa District.",1,"Wellington/ Lower-Central North",NA
"4574","7","19","Common Assault","Auckland Central West.",434101,"Auckland.",1,"Auckland",NA
"4575","7","19","Serious Assault Not Resulting in Injury","Papakura Central.",793200,"Auckland.",1,"Auckland",NA
"4576","7","19","Serious Assault Not Resulting in Injury","Paremoremo East.",179600,"Auckland.",1,"Auckland",NA
"4577","7","19","Serious Assault Not Resulting in Injury","Discovery.",2071204,"Porirua City.",1,"Wellington/ Lower-Central North",NA
"4578","7","19","Serious Assault Resulting in Injury","Parawai.",1052700,"Thames-Coromandel District.",1,"Waikato",NA
"4579","7","19","Serious Assault Resulting in Injury","Wattle Farm.",768700,"Auckland.",1,"Auckland",NA
"4580","7","19","Common Assault","Kaiapoi North West.",2452802,"Waimakariri District.",1,"Canterbury",NA
"4581","7","19","Serious Assault Not Resulting in Injury","Taihape.",1751400,"Rangitikei District.",1,"West Coast/ Upper-Central North",NA
